lexical_category_qid	feature_bundle	forms	lexemes	representations	distinct_values
Q2865743	Q110786|Q146078|Q1775415	1	1	1	1
Q2865743	Q110786|Q146078|Q1775461	1	1	1	1
Q2865743	Q110786|Q146078|Q499327	1	1	1	1
Q2865743	Q110786|Q146233|Q1775415	1	1	1	1
Q2865743	Q110786|Q146233|Q1775461	1	1	1	1
Q2865743	Q110786|Q146233|Q499327	1	1	1	1
Q2865743	Q131105	1	1	1	1
Q2865743	Q131105|Q146786	1	1	1	1
Q2865743	Q145599|Q146786	1	1	1	1
Q2865743	Q146078|Q146786	1	1	1	1
Q2865743	Q146233|Q146786	1	1	1	1
Q3257782		1	1	1	1
Q3397768		1	1	1	1
Q34698		8	5	8	8
Q34698	Q110786|Q131105|Q14169499|Q1775415|Q3481903	4	4	4	4
Q34698	Q110786|Q131105|Q14169499|Q1775415|Q7977953	4	4	4	4
Q34698	Q110786|Q131105|Q14169499|Q1775415|Q96407524	4	4	4	4
Q34698	Q110786|Q131105|Q14169499|Q1775461|Q3481903	4	4	4	4
Q34698	Q110786|Q131105|Q14169499|Q1775461|Q7977953	4	4	4	4
Q34698	Q110786|Q131105|Q14169499|Q1775461|Q96407524	4	4	4	4
Q34698	Q110786|Q131105|Q14169499|Q3481903|Q499327	4	4	4	4
Q34698	Q110786|Q131105|Q14169499|Q499327|Q7977953	4	4	4	4
Q34698	Q110786|Q131105|Q14169499|Q499327|Q96407524	4	4	4	4
Q34698	Q110786|Q131105|Q146078|Q1775461	1	1	1	1
Q34698	Q110786|Q131105|Q146078|Q1775461|Q4818723	1	1	1	1
Q34698	Q110786|Q131105|Q1775415|Q1817208|Q3481903	4	4	4	4
Q34698	Q110786|Q131105|Q1775415|Q1817208|Q7977953	4	4	4	4
Q34698	Q110786|Q131105|Q1775415|Q1817208|Q96407524	4	4	4	4
Q34698	Q110786|Q131105|Q1775415|Q3481903	1	1	1	1
Q34698	Q110786|Q131105|Q1775415|Q3481903|Q3482678	34	34	35	35
Q34698	Q110786|Q131105|Q1775415|Q3482678|Q7977953	20	20	21	21
Q34698	Q110786|Q131105|Q1775415|Q3482678|Q96407524	20	20	21	21
Q34698	Q110786|Q131105|Q1775415|Q7977953	2	2	2	2
Q34698	Q110786|Q131105|Q1775415|Q96407524	1	1	1	1
Q34698	Q110786|Q131105|Q1775461|Q1817208|Q3481903	4	4	4	4
Q34698	Q110786|Q131105|Q1775461|Q1817208|Q7977953	4	4	4	4
Q34698	Q110786|Q131105|Q1775461|Q1817208|Q96407524	4	4	4	4
Q34698	Q110786|Q131105|Q1775461|Q3481903	1	1	1	1
Q34698	Q110786|Q131105|Q1775461|Q3481903|Q3482678	34	34	35	35
Q34698	Q110786|Q131105|Q1775461|Q3482678|Q7977953	20	20	21	21
Q34698	Q110786|Q131105|Q1775461|Q3482678|Q96407524	20	20	21	21
Q34698	Q110786|Q131105|Q1775461|Q7977953	2	2	2	2
Q34698	Q110786|Q131105|Q1775461|Q96407524	1	1	1	1
Q34698	Q110786|Q131105|Q1817208|Q3481903|Q499327	4	4	4	4
Q34698	Q110786|Q131105|Q1817208|Q499327|Q7977953	4	4	4	4
Q34698	Q110786|Q131105|Q1817208|Q499327|Q96407524	4	4	4	4
Q34698	Q110786|Q131105|Q3481903|Q3482678|Q499327	36	36	37	37
Q34698	Q110786|Q131105|Q3481903|Q499327	1	1	1	1
Q34698	Q110786|Q131105|Q3482678|Q4818723	1	1	1	1
Q34698	Q110786|Q131105|Q3482678|Q4818723|Q499327|Q96407524	1	1	1	1
Q34698	Q110786|Q131105|Q3482678|Q499327	1	1	1	1
Q34698	Q110786|Q131105|Q3482678|Q499327|Q7977953	20	20	21	21
Q34698	Q110786|Q131105|Q3482678|Q499327|Q96407524	20	20	21	21
Q34698	Q110786|Q131105|Q4818723|Q499327	1	1	1	1
Q34698	Q110786|Q131105|Q499327|Q7977953	2	2	2	2
Q34698	Q110786|Q131105|Q499327|Q96407524	1	1	1	1
Q34698	Q110786|Q131105|Q7977953	1	1	1	1
Q34698	Q110786|Q14169499|Q145599|Q1775415|Q3481903	4	4	4	4
Q34698	Q110786|Q14169499|Q145599|Q1775415|Q7977953	4	4	4	4
Q34698	Q110786|Q14169499|Q145599|Q1775415|Q96407524	4	4	4	4
Q34698	Q110786|Q14169499|Q145599|Q1775461|Q3481903	4	4	4	4
Q34698	Q110786|Q14169499|Q145599|Q1775461|Q7977953	4	4	4	4
Q34698	Q110786|Q14169499|Q145599|Q1775461|Q96407524	4	4	4	4
Q34698	Q110786|Q14169499|Q145599|Q3481903|Q499327	4	4	4	4
Q34698	Q110786|Q14169499|Q145599|Q499327|Q7977953	4	4	4	4
Q34698	Q110786|Q14169499|Q145599|Q499327|Q96407524	4	4	4	4
Q34698	Q110786|Q14169499|Q146078|Q1775415|Q3481903	4	4	4	4
Q34698	Q110786|Q14169499|Q146078|Q1775415|Q7977953	4	4	4	4
Q34698	Q110786|Q14169499|Q146078|Q1775415|Q96407524	4	4	4	4
Q34698	Q110786|Q14169499|Q146078|Q1775461|Q3481903	4	4	4	4
Q34698	Q110786|Q14169499|Q146078|Q1775461|Q7977953	4	4	4	4
Q34698	Q110786|Q14169499|Q146078|Q1775461|Q96407524	4	4	4	4
Q34698	Q110786|Q14169499|Q146078|Q3481903|Q499327	4	4	4	4
Q34698	Q110786|Q14169499|Q146078|Q499327|Q7977953	4	4	4	4
Q34698	Q110786|Q14169499|Q146078|Q499327|Q96407524	4	4	4	4
Q34698	Q110786|Q14169499|Q146233|Q1775415|Q3481903	4	4	4	4
Q34698	Q110786|Q14169499|Q146233|Q1775415|Q7977953	4	4	4	4
Q34698	Q110786|Q14169499|Q146233|Q1775415|Q96407524	4	4	4	4
Q34698	Q110786|Q14169499|Q146233|Q1775461|Q3481903	4	4	4	4
Q34698	Q110786|Q14169499|Q146233|Q1775461|Q7977953	4	4	4	4
Q34698	Q110786|Q14169499|Q146233|Q1775461|Q96407524	4	4	4	4
Q34698	Q110786|Q14169499|Q146233|Q3481903|Q499327	4	4	4	4
Q34698	Q110786|Q14169499|Q146233|Q499327|Q7977953	4	4	4	4
Q34698	Q110786|Q14169499|Q146233|Q499327|Q96407524	4	4	4	4
Q34698	Q110786|Q145599	1	1	1	1
Q34698	Q110786|Q145599|Q1775415|Q1817208|Q3481903	4	4	4	4
Q34698	Q110786|Q145599|Q1775415|Q1817208|Q7977953	4	4	4	4
Q34698	Q110786|Q145599|Q1775415|Q1817208|Q96407524	4	4	4	4
Q34698	Q110786|Q145599|Q1775415|Q3481903	1	1	1	1
Q34698	Q110786|Q145599|Q1775415|Q3481903|Q3482678	31	31	32	32
Q34698	Q110786|Q145599|Q1775415|Q3482678|Q7977953	20	20	21	21
Q34698	Q110786|Q145599|Q1775415|Q3482678|Q96407524	20	20	21	21
Q34698	Q110786|Q145599|Q1775415|Q7977953	2	2	2	2
Q34698	Q110786|Q145599|Q1775415|Q96407524	1	1	1	1
Q34698	Q110786|Q145599|Q1775461|Q1817208|Q3481903	4	4	4	4
Q34698	Q110786|Q145599|Q1775461|Q1817208|Q7977953	4	4	4	4
Q34698	Q110786|Q145599|Q1775461|Q1817208|Q96407524	4	4	4	4
Q34698	Q110786|Q145599|Q1775461|Q3481903	1	1	1	1
Q34698	Q110786|Q145599|Q1775461|Q3481903|Q3482678	31	31	32	32
Q34698	Q110786|Q145599|Q1775461|Q3482678|Q7977953	20	20	21	21
Q34698	Q110786|Q145599|Q1775461|Q3482678|Q96407524	20	20	21	21
Q34698	Q110786|Q145599|Q1775461|Q4818723|Q499327	1	1	1	1
Q34698	Q110786|Q145599|Q1775461|Q7977953	2	2	2	2
Q34698	Q110786|Q145599|Q1775461|Q96407524	1	1	1	1
Q34698	Q110786|Q145599|Q1817208|Q3481903|Q499327	4	4	4	4
Q34698	Q110786|Q145599|Q1817208|Q499327|Q7977953	4	4	4	4
Q34698	Q110786|Q145599|Q1817208|Q499327|Q96407524	4	4	4	4
Q34698	Q110786|Q145599|Q3481903|Q3482678|Q499327	31	31	32	32
Q34698	Q110786|Q145599|Q3481903|Q499327	1	1	1	1
Q34698	Q110786|Q145599|Q3482678|Q499327|Q7977953	20	20	21	21
Q34698	Q110786|Q145599|Q3482678|Q499327|Q96407524	20	20	21	21
Q34698	Q110786|Q145599|Q499327|Q7977953	2	2	2	2
Q34698	Q110786|Q145599|Q499327|Q96407524	1	1	1	1
Q34698	Q110786|Q145599|Q7977953	1	1	1	1
Q34698	Q110786|Q146078|Q1775415|Q1817208|Q3481903	4	4	4	4
Q34698	Q110786|Q146078|Q1775415|Q1817208|Q7977953	4	4	4	4
Q34698	Q110786|Q146078|Q1775415|Q1817208|Q96407524	4	4	4	4
Q34698	Q110786|Q146078|Q1775415|Q3481903	1	1	1	1
Q34698	Q110786|Q146078|Q1775415|Q3481903|Q3482678	31	31	32	32
Q34698	Q110786|Q146078|Q1775415|Q3482678|Q7977953	20	20	21	21
Q34698	Q110786|Q146078|Q1775415|Q3482678|Q96407524	20	20	21	21
Q34698	Q110786|Q146078|Q1775415|Q7977953	2	2	2	2
Q34698	Q110786|Q146078|Q1775415|Q96407524	1	1	1	1
Q34698	Q110786|Q146078|Q1775461|Q1817208|Q3481903	4	4	4	4
Q34698	Q110786|Q146078|Q1775461|Q1817208|Q7977953	4	4	4	4
Q34698	Q110786|Q146078|Q1775461|Q1817208|Q96407524	4	4	4	4
Q34698	Q110786|Q146078|Q1775461|Q3481903	1	1	1	1
Q34698	Q110786|Q146078|Q1775461|Q3481903|Q3482678	31	31	32	32
Q34698	Q110786|Q146078|Q1775461|Q3482678|Q7977953	20	20	21	21
Q34698	Q110786|Q146078|Q1775461|Q3482678|Q96407524	20	20	21	21
Q34698	Q110786|Q146078|Q1775461|Q7977953	2	2	2	2
Q34698	Q110786|Q146078|Q1775461|Q96407524	1	1	1	1
Q34698	Q110786|Q146078|Q1817208|Q3481903|Q499327	4	4	4	4
Q34698	Q110786|Q146078|Q1817208|Q499327|Q7977953	4	4	4	4
Q34698	Q110786|Q146078|Q1817208|Q499327|Q96407524	4	4	4	4
Q34698	Q110786|Q146078|Q3481903|Q3482678|Q499327	31	31	32	32
Q34698	Q110786|Q146078|Q3481903|Q499327	1	1	1	1
Q34698	Q110786|Q146078|Q3482678|Q4818723|Q499327	1	1	1	1
Q34698	Q110786|Q146078|Q3482678|Q499327|Q7977953	20	20	21	21
Q34698	Q110786|Q146078|Q3482678|Q499327|Q96407524	20	20	21	21
Q34698	Q110786|Q146078|Q4818723|Q499327	2	2	2	2
Q34698	Q110786|Q146078|Q499327|Q7977953	2	2	2	2
Q34698	Q110786|Q146078|Q499327|Q96407524	1	1	1	1
Q34698	Q110786|Q146233|Q1775415|Q1817208|Q3481903	4	4	4	4
Q34698	Q110786|Q146233|Q1775415|Q1817208|Q7977953	4	4	4	4
Q34698	Q110786|Q146233|Q1775415|Q1817208|Q96407524	4	4	4	4
Q34698	Q110786|Q146233|Q1775415|Q3481903	1	1	1	1
Q34698	Q110786|Q146233|Q1775415|Q3481903|Q3482678	31	31	32	32
Q34698	Q110786|Q146233|Q1775415|Q3482678|Q7977953	20	20	21	21
Q34698	Q110786|Q146233|Q1775415|Q3482678|Q96407524	20	20	21	21
Q34698	Q110786|Q146233|Q1775415|Q7977953	2	2	2	2
Q34698	Q110786|Q146233|Q1775415|Q96407524	1	1	1	1
Q34698	Q110786|Q146233|Q1775461|Q1817208|Q3481903	4	4	4	4
Q34698	Q110786|Q146233|Q1775461|Q1817208|Q7977953	4	4	4	4
Q34698	Q110786|Q146233|Q1775461|Q1817208|Q96407524	4	4	4	4
Q34698	Q110786|Q146233|Q1775461|Q3481903	1	1	1	1
Q34698	Q110786|Q146233|Q1775461|Q3481903|Q3482678	31	31	32	32
Q34698	Q110786|Q146233|Q1775461|Q3482678|Q7977953	20	20	21	21
Q34698	Q110786|Q146233|Q1775461|Q3482678|Q96407524	20	20	21	21
Q34698	Q110786|Q146233|Q1775461|Q7977953	2	2	2	2
Q34698	Q110786|Q146233|Q1775461|Q96407524	1	1	1	1
Q34698	Q110786|Q146233|Q1817208|Q3481903|Q499327	4	4	4	4
Q34698	Q110786|Q146233|Q1817208|Q499327|Q7977953	4	4	4	4
Q34698	Q110786|Q146233|Q1817208|Q499327|Q96407524	4	4	4	4
Q34698	Q110786|Q146233|Q3481903|Q3482678|Q499327	32	32	33	33
Q34698	Q110786|Q146233|Q3481903|Q499327	1	1	1	1
Q34698	Q110786|Q146233|Q3482678|Q499327	1	1	1	1
Q34698	Q110786|Q146233|Q3482678|Q499327|Q7977953	20	20	21	21
Q34698	Q110786|Q146233|Q3482678|Q499327|Q96407524	20	20	21	21
Q34698	Q110786|Q146233|Q499327|Q7977953	2	2	2	2
Q34698	Q110786|Q146233|Q499327|Q96407524	1	1	1	1
Q34698	Q110786|Q146233|Q7977953	1	1	1	1
Q34698	Q110786|Q1775415|Q4818723	1	1	1	1
Q34698	Q110786|Q1775461|Q4818723	1	1	1	1
Q34698	Q110786|Q3481903|Q499327	1	1	1	1
Q34698	Q110786|Q4818723|Q499327	1	1	1	1
Q34698	Q131105|Q14169499|Q146786|Q3481903	4	4	4	4
Q34698	Q131105|Q14169499|Q146786|Q7977953	4	4	4	4
Q34698	Q131105|Q14169499|Q146786|Q96407524	4	4	4	4
Q34698	Q131105|Q145599|Q146078|Q146233|Q146786	1	1	1	1
Q34698	Q131105|Q146078	1	1	1	1
Q34698	Q131105|Q146786|Q1817208|Q3481903	4	4	4	4
Q34698	Q131105|Q146786|Q1817208|Q7977953	4	4	4	4
Q34698	Q131105|Q146786|Q1817208|Q96407524	4	4	4	4
Q34698	Q131105|Q146786|Q3481903	1	1	1	1
Q34698	Q131105|Q146786|Q3481903|Q3482678	34	34	35	35
Q34698	Q131105|Q146786|Q3482678|Q7977953	20	20	21	21
Q34698	Q131105|Q146786|Q3482678|Q96407524	20	20	21	21
Q34698	Q131105|Q146786|Q4818723|Q7977953	1	1	1	1
Q34698	Q131105|Q146786|Q7977953	2	2	2	2
Q34698	Q131105|Q146786|Q96407524	1	1	1	1
Q34698	Q131105|Q1775415|Q3482678|Q4818723	5	5	5	5
Q34698	Q131105|Q1775415|Q4818723	1	1	1	1
Q34698	Q131105|Q1775461|Q3482678|Q4818723	4	4	4	4
Q34698	Q131105|Q1775461|Q3482678|Q4818723|Q96407524	1	1	1	1
Q34698	Q131105|Q1775461|Q4818723	1	1	1	1
Q34698	Q131105|Q3482678|Q4818723|Q499327	4	4	4	4
Q34698	Q131105|Q4818723|Q499327	1	1	1	1
Q34698	Q14169499|Q145599|Q146786|Q3481903	4	4	4	4
Q34698	Q14169499|Q145599|Q146786|Q7977953	4	4	4	4
Q34698	Q14169499|Q145599|Q146786|Q96407524	4	4	4	4
Q34698	Q14169499|Q146078|Q146786|Q3481903	4	4	4	4
Q34698	Q14169499|Q146078|Q146786|Q7977953	4	4	4	4
Q34698	Q14169499|Q146078|Q146786|Q96407524	4	4	4	4
Q34698	Q14169499|Q146233|Q146786|Q3481903	4	4	4	4
Q34698	Q14169499|Q146233|Q146786|Q7977953	4	4	4	4
Q34698	Q14169499|Q146233|Q146786|Q96407524	4	4	4	4
Q34698	Q14169499|Q1931259	2122	2043	2124	2112
Q34698	Q14169499|Q4818723	5	1	5	5
Q34698	Q145599	1	1	1	1
Q34698	Q145599|Q146786|Q1817208|Q3481903	4	4	4	4
Q34698	Q145599|Q146786|Q1817208|Q7977953	4	4	4	4
Q34698	Q145599|Q146786|Q1817208|Q96407524	4	4	4	4
Q34698	Q145599|Q146786|Q3481903	1	1	1	1
Q34698	Q145599|Q146786|Q3481903|Q3482678	31	31	32	32
Q34698	Q145599|Q146786|Q3482678|Q7977953	20	20	21	21
Q34698	Q145599|Q146786|Q3482678|Q96407524	20	20	21	21
Q34698	Q145599|Q146786|Q7977953	2	2	2	2
Q34698	Q145599|Q146786|Q96407524	1	1	1	1
Q34698	Q145599|Q3481903|Q3482678|Q4818723|Q499327	1	1	1	1
Q34698	Q146078|Q146786|Q1817208|Q3481903	4	4	4	4
Q34698	Q146078|Q146786|Q1817208|Q7977953	4	4	4	4
Q34698	Q146078|Q146786|Q1817208|Q96407524	4	4	4	4
Q34698	Q146078|Q146786|Q3481903	1	1	1	1
Q34698	Q146078|Q146786|Q3481903|Q3482678	31	31	32	32
Q34698	Q146078|Q146786|Q3482678|Q7977953	20	20	21	21
Q34698	Q146078|Q146786|Q3482678|Q96407524	20	20	21	21
Q34698	Q146078|Q146786|Q7977953	2	2	2	2
Q34698	Q146078|Q146786|Q96407524	1	1	1	1
Q34698	Q146233	1	1	1	1
Q34698	Q146233|Q146786|Q1817208|Q3481903	4	4	4	4
Q34698	Q146233|Q146786|Q1817208|Q7977953	4	4	4	4
Q34698	Q146233|Q146786|Q1817208|Q96407524	4	4	4	4
Q34698	Q146233|Q146786|Q3481903	1	1	1	1
Q34698	Q146233|Q146786|Q3481903|Q3482678	31	31	32	32
Q34698	Q146233|Q146786|Q3482678|Q7977953	20	20	21	21
Q34698	Q146233|Q146786|Q3482678|Q96407524	20	20	21	21
Q34698	Q146233|Q146786|Q7977953	2	2	2	2
Q34698	Q146233|Q146786|Q96407524	1	1	1	1
Q34698	Q1775415|Q3482678|Q4818723	1	1	1	1
Q34698	Q1817208|Q1931259	2054	2026	2055	2043
Q34698	Q1817208|Q4818723	5	1	5	5
Q34698	Q1931259	1	1	1	1
Q34698	Q1931259|Q3482678	24229	24226	24239	24235
Q34698	Q3482678	196	196	197	197
Q34698	Q3482678|Q4818723	105	31	105	105
Q34698	Q56352306	1	1	1	1
Q34793275		4	1	4	4
Q34793275	Q110786|Q131105|Q1775415	2	2	2	2
Q34793275	Q110786|Q131105|Q1775461	3	2	3	3
Q34793275	Q110786|Q131105|Q499327	2	2	2	2
Q34793275	Q110786|Q145599|Q146786	1	1	1	1
Q34793275	Q110786|Q145599|Q1775415	2	2	2	2
Q34793275	Q110786|Q145599|Q1775461	2	2	2	2
Q34793275	Q110786|Q145599|Q499327	2	2	2	2
Q34793275	Q110786|Q146078|Q1775415	2	2	2	2
Q34793275	Q110786|Q146078|Q1775461	3	2	3	3
Q34793275	Q110786|Q146078|Q499327	2	2	2	2
Q34793275	Q110786|Q146233|Q1775415	2	2	2	2
Q34793275	Q110786|Q146233|Q1775461	2	2	2	2
Q34793275	Q110786|Q146233|Q499327	2	2	2	2
Q34793275	Q131105|Q146786	2	2	2	2
Q34793275	Q145599|Q146786	1	1	1	1
Q34793275	Q146078|Q146786	2	2	2	2
Q34793275	Q146233|Q146786	3	2	3	3
Q35102		28	25	28	28
Q358417		1	1	1	1
Q36484		119	119	120	119
Q36484	Q80071	1	1	1	1
Q380057		2655	2655	2655	2651
Q380057	Q110786|Q131105|Q146078|Q1775415	1	1	1	1
Q380057	Q110786|Q131105|Q146078|Q1775461	1	1	1	1
Q380057	Q110786|Q131105|Q499327	1	1	1	1
Q380057	Q110786|Q145599|Q1775461|Q499327	1	1	1	1
Q380057	Q131105|Q146078|Q146786	1	1	1	1
Q380057	Q14169499	1	1	1	1
Q380057	Q1817208	1	1	1	1
Q380057	Q3482678	1	1	1	1
Q3813849	Q110786|Q131105|Q1775415	1	1	1	1
Q3813849	Q110786|Q131105|Q1775461	1	1	1	1
Q3813849	Q110786|Q131105|Q499327	1	1	1	1
Q3813849	Q110786|Q145599|Q1775415	1	1	1	1
Q3813849	Q110786|Q145599|Q1775461	1	1	1	1
Q3813849	Q110786|Q145599|Q499327	1	1	1	1
Q3813849	Q110786|Q146078|Q1775415	1	1	1	1
Q3813849	Q110786|Q146078|Q1775461	1	1	1	1
Q3813849	Q110786|Q146078|Q499327	1	1	1	1
Q3813849	Q110786|Q146233|Q1775415	1	1	1	1
Q3813849	Q110786|Q146233|Q1775461	1	1	1	1
Q3813849	Q110786|Q146233|Q499327	1	1	1	1
Q41796		1	1	1	1
Q468801		2	2	2	2
Q468801	Q131105	12	12	12	11
Q468801	Q131105|Q1775415	1	1	1	1
Q468801	Q131105|Q1775461	1	1	1	1
Q468801	Q131105|Q77768790	1	1	1	1
Q468801	Q145599	10	10	10	10
Q468801	Q145599|Q1775415	1	1	1	1
Q468801	Q145599|Q1775415|Q953129	1	1	1	1
Q468801	Q145599|Q1775461	1	1	1	1
Q468801	Q145599|Q1775461|Q953129	1	1	1	1
Q468801	Q145599|Q77768790	1	1	1	1
Q468801	Q145599|Q77768790|Q953129	1	1	1	1
Q468801	Q145599|Q953129	9	9	9	5
Q468801	Q146078	10	10	10	10
Q468801	Q146078|Q1775415	1	1	1	1
Q468801	Q146078|Q1775415|Q953129	1	1	1	1
Q468801	Q146078|Q1775461	1	1	1	1
Q468801	Q146078|Q1775461|Q953129	1	1	1	1
Q468801	Q146078|Q77768790	1	1	1	1
Q468801	Q146078|Q77768790|Q953129	1	1	1	1
Q468801	Q146078|Q953129	9	9	9	5
Q468801	Q146233	8	8	8	8
Q468801	Q146233|Q1775415	1	1	1	1
Q468801	Q146233|Q77768790	1	1	1	1
Q4833830		198	196	198	198
Q54310231		1	1	1	1
Q54310231	Q110786|Q131105	1	1	1	1
Q54310231	Q110786|Q145599	1	1	1	1
Q54310231	Q110786|Q146078	1	1	1	1
Q54310231	Q110786|Q146233	1	1	1	1
Q54792077		9	8	9	8
Q576271	Q110786|Q131105|Q1775415	1	1	1	1
Q576271	Q110786|Q131105|Q499327	1	1	1	1
Q576271	Q110786|Q145599|Q499327	1	1	1	1
Q576271	Q110786|Q146078|Q499327	1	1	1	1
Q576271	Q110786|Q146233|Q1775415	1	1	1	1
Q576271	Q110786|Q146233|Q499327	2	1	2	2
Q576271	Q131105|Q146786	1	1	1	1
Q63116		243	241	243	243
Q63116	Q131105|Q1931259	1	1	1	1
Q83034		416	409	416	413
Q956030		35	25	35	35
Q956030	Q110786	1	1	1	1
Q956030	Q110786|Q131105|Q146078|Q1775461	1	1	1	1
Q956030	Q110786|Q131105|Q499327	1	1	1	1
Q956030	Q110786|Q145599|Q1775461|Q499327	1	1	1	1
Q956030	Q110786|Q146078|Q499327	1	1	1	1
Q956030	Q131105	1	1	1	1
