kind	context	id	count	subjects
qid	statement_value	Q124328316	6	6
qid	statement_value	Q124328317	17	17
qid	statement_value	Q124328318	23	23
qid	statement_value	Q124328320	102	102
qid	statement_value	Q124328321	50	50
qid	statement_value	Q12433	1	1
qid	statement_value	Q1243600	1	1
qid	statement_value	Q124363303	1	1
qid	statement_value	Q124363327	1	1
qid	statement_value	Q124363551	1	1
qid	statement_value	Q124369495	2	2
qid	statement_value	Q124385627	1	1
qid	statement_value	Q1243873	2	2
qid	statement_value	Q1243996	1	1
qid	statement_value	Q1244038	1	1
qid	statement_value	Q124419082	1	1
qid	statement_value	Q124441	1	1
qid	statement_value	Q1244442	2	2
qid	statement_value	Q124461375	1	1
qid	statement_value	Q124462604	1	1
qid	statement_value	Q124490	1	1
qid	statement_value	Q1245713	1	1
qid	statement_value	Q12458	1	1
qid	statement_value	Q1246	3	3
qid	statement_value	Q124608319	1	1
qid	statement_value	Q124609313	1	1
qid	statement_value	Q124615583	1	1
qid	statement_value	Q124649219	1	1
qid	statement_value	Q124657236	1	1
qid	statement_value	Q124695	1	1
qid	statement_value	Q124705	1	1
qid	statement_value	Q124711288	2	2
qid	statement_value	Q124714	1	1
qid	statement_value	Q124734	1	1
qid	statement_value	Q1247560	2	2
qid	statement_value	Q12478	1	1
qid	statement_value	Q124794	4	4
qid	statement_value	Q124795441	5	5
qid	statement_value	Q12480578	2	2
qid	statement_value	Q12482	1	1
qid	statement_value	Q1248222	1	1
qid	statement_value	Q124842747	1	1
qid	statement_value	Q12485	1	1
qid	statement_value	Q1248771	1	1
qid	statement_value	Q1248784	1	1
qid	statement_value	Q12488383	2	2
qid	statement_value	Q1248904	1	1
qid	statement_value	Q1249	1	1
qid	statement_value	Q1249148	1	1
qid	statement_value	Q1249178	1	1
qid	statement_value	Q124922	1	1
qid	statement_value	Q124956333	1	1
qid	statement_value	Q124964	1	1
qid	statement_value	Q124969	1	1
qid	statement_value	Q124969080	1	1
qid	statement_value	Q124972530	1	1
qid	statement_value	Q12498236	1	1
qid	statement_value	Q125	5	5
qid	statement_value	Q12502	1	1
qid	statement_value	Q12504525	1	1
qid	statement_value	Q1250464	1	1
qid	statement_value	Q12507	2	2
qid	statement_value	Q12508892	1	1
qid	statement_value	Q125100403	1	1
qid	statement_value	Q12511	1	1
qid	statement_value	Q12513	2	2
qid	statement_value	Q1251403	1	1
qid	statement_value	Q1251441	5	5
qid	statement_value	Q12516	1	1
qid	statement_value	Q125166778	8	8
qid	statement_value	Q125166871	19	19
qid	statement_value	Q125167415	11	11
qid	statement_value	Q12518	1	1
qid	statement_value	Q125183827	1	1
qid	statement_value	Q125184070	1	1
qid	statement_value	Q125191	2	2
qid	statement_value	Q1252	1	1
qid	statement_value	Q1252133	1	1
qid	statement_value	Q125216847	1	1
qid	statement_value	Q1252181	1	1
qid	statement_value	Q12526162	1	1
qid	statement_value	Q125276782	1	1
qid	statement_value	Q12529	1	1
qid	statement_value	Q125291959	1	1
qid	statement_value	Q125294388	1	1
qid	statement_value	Q12533094	3	3
qid	statement_value	Q125337	1	1
qid	statement_value	Q12535449	1	1
qid	statement_value	Q125356	1	1
qid	statement_value	Q12539	1	1
qid	statement_value	Q12539258	1	1
qid	statement_value	Q125397971	11	11
qid	statement_value	Q125397993	1	1
qid	statement_value	Q1254187	1	1
qid	statement_value	Q125421	1	1
qid	statement_value	Q12546	1	1
qid	statement_value	Q125465	1	1
qid	statement_value	Q1254687	1	1
qid	statement_value	Q12547062	1	1
qid	statement_value	Q12547146	2	2
qid	statement_value	Q12547192	1	1
qid	statement_value	Q125482	1	1
qid	statement_value	Q1254933	1	1
qid	statement_value	Q125498559	5	5
qid	statement_value	Q125523004	1	1
qid	statement_value	Q125523700	4	4
qid	statement_value	Q125523721	1	1
qid	statement_value	Q1255302	1	1
qid	statement_value	Q1255331	1	1
qid	statement_value	Q12554	1	1
qid	statement_value	Q1255454	1	1
qid	statement_value	Q1255545	1	1
qid	statement_value	Q1255828	1	1
qid	statement_value	Q12558574	1	1
qid	statement_value	Q1255864	1	1
qid	statement_value	Q1255921	1	1
qid	statement_value	Q12561877	1	1
qid	statement_value	Q12562	1	1
qid	statement_value	Q125621778	1	1
qid	statement_value	Q1256565	1	1
qid	statement_value	Q12566483	1	1
qid	statement_value	Q1256687	1	1
qid	statement_value	Q12567549	1	1
qid	statement_value	Q1257155	1	1
qid	statement_value	Q12573	1	1
qid	statement_value	Q1257905	1	1
qid	statement_value	Q12579633	1	1
qid	statement_value	Q12579950	1	1
qid	statement_value	Q1258	1	1
qid	statement_value	Q125801931	1	1
qid	statement_value	Q12581	1	1
qid	statement_value	Q1258214	1	1
qid	statement_value	Q1258256	1	1
qid	statement_value	Q12585468	1	1
qid	statement_value	Q125872906	1	1
qid	statement_value	Q1258910	1	1
qid	statement_value	Q12592	1	1
qid	statement_value	Q125928	1	1
qid	statement_value	Q1259323	1	1
qid	statement_value	Q125935293	1	1
qid	statement_value	Q12599	1	1
qid	statement_value	Q1259917	4	4
qid	statement_value	Q126	7	7
qid	statement_value	Q1260003	1	1
qid	statement_value	Q1260024	1	1
qid	statement_value	Q1260046	1	1
qid	statement_value	Q1260512	1	1
qid	statement_value	Q1260524	1	1
qid	statement_value	Q1260632	1	1
qid	statement_value	Q1260827	1	1
qid	statement_value	Q126083134	1	1
qid	statement_value	Q1260916	1	1
qid	statement_value	Q126095	2	2
qid	statement_value	Q1261499	1	1
qid	statement_value	Q1261571	1	1
qid	statement_value	Q12621536	2	2
qid	statement_value	Q1262182	1	1
qid	statement_value	Q1262613	1	1
qid	statement_value	Q126269	1	1
qid	statement_value	Q126282189	1	1
qid	statement_value	Q126287865	1	1
qid	statement_value	Q126287969	1	1
qid	statement_value	Q12631126	1	1
qid	statement_value	Q12633655	7	7
qid	statement_value	Q12634815	1	1
qid	statement_value	Q12638	1	1
qid	statement_value	Q12640	1	1
qid	statement_value	Q1264373	1	1
qid	statement_value	Q1264393	1	1
qid	statement_value	Q12644761	1	1
qid	statement_value	Q12648999	1	1
qid	statement_value	Q126543073	1	1
qid	statement_value	Q126553	1	1
qid	statement_value	Q1265533	1	1
qid	statement_value	Q12656492	1	1
qid	statement_value	Q1265665	1	1
qid	statement_value	Q1265698	1	1
qid	statement_value	Q1265976	1	1
qid	statement_value	Q1266	1	1
qid	statement_value	Q126692	1	1
qid	statement_value	Q1266967	1	1
qid	statement_value	Q1267102	1	1
qid	statement_value	Q1267177	1	1
qid	statement_value	Q1267186	1	1
qid	statement_value	Q1267611	1	1
qid	statement_value	Q1267889	1	1
qid	statement_value	Q126793	1	1
qid	statement_value	Q126807	1	1
qid	statement_value	Q12681666	1	1
qid	statement_value	Q1268199	1	1
qid	statement_value	Q12684	1	1
qid	statement_value	Q1268865	1	1
qid	statement_value	Q1269	2	2
qid	statement_value	Q1269063	1	1
qid	statement_value	Q1269627	1	1
qid	statement_value	Q127	5	5
qid	statement_value	Q127006	1	1
qid	statement_value	Q1270577	1	1
qid	statement_value	Q127060	1	1
qid	statement_value	Q127076	1	1
qid	statement_value	Q1270787	1	1
qid	statement_value	Q1271022	1	1
qid	statement_value	Q1271023	1	1
qid	statement_value	Q12713481	1	1
qid	statement_value	Q12714	1	1
qid	statement_value	Q12714274	1	1
qid	statement_value	Q12715048	1	1
qid	statement_value	Q12716876	1	1
qid	statement_value	Q12717234	1	1
qid	statement_value	Q12718243	1	1
qid	statement_value	Q12718299	1	1
qid	statement_value	Q12718544	1	1
qid	statement_value	Q12719646	1	1
qid	statement_value	Q127197	1	1
qid	statement_value	Q12721	1	1
qid	statement_value	Q12722870	1	1
qid	statement_value	Q12722942	1	1
qid	statement_value	Q12724	1	1
qid	statement_value	Q12724017	1	1
qid	statement_value	Q12725	3	3
qid	statement_value	Q1273217	2	2
qid	statement_value	Q1273628	1	1
qid	statement_value	Q12737077	1	1
qid	statement_value	Q12738	1	1
qid	statement_value	Q1273840	1	1
qid	statement_value	Q12739	1	1
qid	statement_value	Q1274115	2	2
qid	statement_value	Q127418	1	1
qid	statement_value	Q12752882	1	1
qid	statement_value	Q12754227	2	2
qid	statement_value	Q12757	1	1
qid	statement_value	Q127583	1	1
qid	statement_value	Q12758374	1	1
qid	statement_value	Q12760	1	1
qid	statement_value	Q12761956	1	1
qid	statement_value	Q1276284	1	1
qid	statement_value	Q12764401	3	3
qid	statement_value	Q12765408	1	1
qid	statement_value	Q12765670	1	1
qid	statement_value	Q127666	1	1
qid	statement_value	Q12767209	1	1
qid	statement_value	Q12769393	3	3
qid	statement_value	Q127704965	1	1
qid	statement_value	Q127724	1	1
qid	statement_value	Q12772819	1	1
qid	statement_value	Q12772971	1	1
qid	statement_value	Q12773225	2	2
qid	statement_value	Q12773274	5	5
qid	statement_value	Q12773886	1	1
qid	statement_value	Q12774020	1	1
qid	statement_value	Q12774177	1	1
qid	statement_value	Q1277475	1	1
qid	statement_value	Q1277575	4	4
qid	statement_value	Q12778728	1	1
qid	statement_value	Q12779928	1	1
qid	statement_value	Q1278	1	1
qid	statement_value	Q1278225	1	1
qid	statement_value	Q127840	1	1
qid	statement_value	Q127849	2	2
qid	statement_value	Q127871326	1	1
qid	statement_value	Q1278816	1	1
qid	statement_value	Q127885	1	1
qid	statement_value	Q127900	2	2
qid	statement_value	Q12791	1	1
qid	statement_value	Q127933	1	1
qid	statement_value	Q127956	1	1
qid	statement_value	Q1279568	1	1
qid	statement_value	Q12797896	1	1
qid	statement_value	Q127995	1	1
qid	statement_value	Q128	1	1
qid	statement_value	Q128007	1	1
qid	statement_value	Q128030	1	1
qid	statement_value	Q12803959	2	2
qid	statement_value	Q128087	1	1
qid	statement_value	Q12812139	1	1
qid	statement_value	Q128124	1	1
qid	statement_value	Q1281564	1	1
qid	statement_value	Q1281618	1	1
qid	statement_value	Q128168	1	1
qid	statement_value	Q128184882	1	1
qid	statement_value	Q12819497	1	1
qid	statement_value	Q12819564	1	1
qid	statement_value	Q12819822	1	1
qid	statement_value	Q12819913	1	1
qid	statement_value	Q128212479	1	1
qid	statement_value	Q1282201	1	1
qid	statement_value	Q1282276	1	1
qid	statement_value	Q128234	1	1
qid	statement_value	Q12823770	1	1
qid	statement_value	Q12824211	1	1
qid	statement_value	Q12824221	1	1
qid	statement_value	Q12824260	1	1
qid	statement_value	Q12824984	1	1
qid	statement_value	Q12825499	1	1
qid	statement_value	Q12826803	1	1
qid	statement_value	Q12827391	1	1
qid	statement_value	Q12829182	1	1
qid	statement_value	Q128309	1	1
qid	statement_value	Q1283378	1	1
qid	statement_value	Q1283421	1	1
qid	statement_value	Q1283519	1	1
qid	statement_value	Q12840408	1	1
qid	statement_value	Q12840545	2	2
qid	statement_value	Q128406	1	1
qid	statement_value	Q128420055	1	1
qid	statement_value	Q128430	1	1
qid	statement_value	Q12846123	1	1
qid	statement_value	Q1285427	1	1
qid	statement_value	Q128550	1	1
qid	statement_value	Q128570	1	1
qid	statement_value	Q1285723	1	1
qid	statement_value	Q12859263	1	1
qid	statement_value	Q128635	1	1
qid	statement_value	Q1286517	1	1
qid	statement_value	Q128685	1	1
qid	statement_value	Q1286876	1	1
qid	statement_value	Q128700	1	1
qid	statement_value	Q128709	1	1
qid	statement_value	Q128751	2	2
qid	statement_value	Q128758	1	1
qid	statement_value	Q12876	4	4
qid	statement_value	Q128822	1	1
qid	statement_value	Q1288392	1	1
qid	statement_value	Q12887073	1	1
qid	statement_value	Q12888135	2	2
qid	statement_value	Q12888883	1	1
qid	statement_value	Q12888920	3	3
qid	statement_value	Q12889429	1	1
qid	statement_value	Q12889843	1	1
qid	statement_value	Q12890393	2	2
qid	statement_value	Q12891156	2	2
qid	statement_value	Q12892	1	1
qid	statement_value	Q12892258	1	1
qid	statement_value	Q12893838	2	2
qid	statement_value	Q12894644	1	1
qid	statement_value	Q12894928	1	1
qid	statement_value	Q12895196	1	1
qid	statement_value	Q12897177	1	1
qid	statement_value	Q12897573	1	1
qid	statement_value	Q12897694	1	1
qid	statement_value	Q12897867	1	1
qid	statement_value	Q12898010	1	1
qid	statement_value	Q12898216	1	1
qid	statement_value	Q12898721	1	1
qid	statement_value	Q129	2	2
qid	statement_value	Q12902372	1	1
qid	statement_value	Q1291195	1	1
qid	statement_value	Q12912091	1	1
qid	statement_value	Q12913283	1	1
qid	statement_value	Q12913356	2	2
qid	statement_value	Q12913535	1	1
qid	statement_value	Q12913541	3	3
qid	statement_value	Q1291678	1	1
qid	statement_value	Q129172	1	1
qid	statement_value	Q1291782	1	1
qid	statement_value	Q1292082	1	1
qid	statement_value	Q1292091	9	9
qid	statement_value	Q129211	1	1
qid	statement_value	Q1292119	1	1
qid	statement_value	Q129232732	1	1
qid	statement_value	Q1293	1	1
qid	statement_value	Q12935276	1	1
qid	statement_value	Q12938533	2	2
qid	statement_value	Q129421301	1	1
qid	statement_value	Q12942806	1	1
qid	statement_value	Q12944394	1	1
qid	statement_value	Q1294492	1	1
qid	statement_value	Q12946962	1	1
qid	statement_value	Q12947009	1	1
qid	statement_value	Q1294787	2	2
qid	statement_value	Q1295	1	1
qid	statement_value	Q1295316	1	1
qid	statement_value	Q1296	1	1
qid	statement_value	Q1296024	1	1
qid	statement_value	Q12969198	1	1
qid	statement_value	Q1297	1	1
qid	statement_value	Q12973014	1	1
qid	statement_value	Q1297322	3	3
qid	statement_value	Q129757	2	2
qid	statement_value	Q1297766	1	1
qid	statement_value	Q12980	1	1
qid	statement_value	Q1298239	1	1
qid	statement_value	Q1298380	1	1
qid	statement_value	Q129866	1	1
qid	statement_value	Q1298668	1	1
qid	statement_value	Q1298791	1	1
qid	statement_value	Q1299101	1	1
qid	statement_value	Q1299240	1	1
qid	statement_value	Q1299316	1	1
qid	statement_value	Q13	1	1
qid	statement_value	Q130	1	1
qid	statement_value	Q1300111	1	1
qid	statement_value	Q1300771	1	1
qid	statement_value	Q1301203	1	1
qid	statement_value	Q1301328	1	1
qid	statement_value	Q1301371	3	3
qid	statement_value	Q1301433	1	1
qid	statement_value	Q1301737	1	1
qid	statement_value	Q130186	1	1
qid	statement_value	Q1302	1	1
qid	statement_value	Q1302317	1	1
qid	statement_value	Q1303	1	1
qid	statement_value	Q1303167	2	2
qid	statement_value	Q1303179	1	1
qid	statement_value	Q1303201	1	1
qid	statement_value	Q1303206	1	1
qid	statement_value	Q1303245	1	1
qid	statement_value	Q13033698	1	1
qid	statement_value	Q130345260	1	1
qid	statement_value	Q130363658	2	2
qid	statement_value	Q130365	1	1
qid	statement_value	Q130367371	3	3
qid	statement_value	Q130367482	1	1
qid	statement_value	Q130367563	1	1
qid	statement_value	Q13038557	2	2
qid	statement_value	Q1303882	1	1
qid	statement_value	Q1304	1	1
qid	statement_value	Q1304193	1	1
qid	statement_value	Q1304461	1	1
qid	statement_value	Q130457524	1	1
qid	statement_value	Q130471637	1	1
qid	statement_value	Q1304825	1	1
qid	statement_value	Q1304841	1	1
qid	statement_value	Q13049940	1	1
qid	statement_value	Q1305037	2	2
qid	statement_value	Q1306	1	1
qid	statement_value	Q1306069	1	1
qid	statement_value	Q1306135	1	1
qid	statement_value	Q13065634	1	1
qid	statement_value	Q1306814	1	1
qid	statement_value	Q130693	1	1
qid	statement_value	Q1307	1	1
qid	statement_value	Q130703037	1	1
qid	statement_value	Q1307337	1	1
qid	statement_value	Q130741	1	1
qid	statement_value	Q130751814	1	1
qid	statement_value	Q130768	2	2
qid	statement_value	Q13079101	1	1
qid	statement_value	Q1307939	1	1
qid	statement_value	Q13082	1	1
qid	statement_value	Q1308239	1	1
qid	statement_value	Q130825	1	1
qid	statement_value	Q1308319	1	1
qid	statement_value	Q1308336	2	2
qid	statement_value	Q1308677	1	1
qid	statement_value	Q130882	1	1
qid	statement_value	Q130888	1	1
qid	statement_value	Q1308999	1	1
qid	statement_value	Q1309	2	2
qid	statement_value	Q130905	1	1
qid	statement_value	Q130912	1	1
qid	statement_value	Q130918	1	1
qid	statement_value	Q130933	1	1
qid	statement_value	Q1309346	1	1
qid	statement_value	Q1309508	1	1
qid	statement_value	Q130964	1	1
qid	statement_value	Q130989	2	2
qid	statement_value	Q13099569	2	2
qid	statement_value	Q13099586	1	1
qid	statement_value	Q131	3	3
qid	statement_value	Q13100823	1	1
qid	statement_value	Q1310214	1	1
qid	statement_value	Q1310239	2	2
qid	statement_value	Q131026	1	1
qid	statement_value	Q131062	1	1
qid	statement_value	Q13107184	1	1
qid	statement_value	Q1310886	1	1
qid	statement_value	Q1310896	1	1
qid	statement_value	Q131090	1	1
qid	statement_value	Q1311	2	2
qid	statement_value	Q131105	1	1
qid	statement_value	Q1311112	1	1
qid	statement_value	Q131123	1	1
qid	statement_value	Q131130	1	1
qid	statement_value	Q131136	1	1
qid	statement_value	Q131138	1	1
qid	statement_value	Q131143813	1	1
qid	statement_value	Q13114416	3	3
qid	statement_value	Q1311476	1	1
qid	statement_value	Q131151	2	2
qid	statement_value	Q131154	1	1
qid	statement_value	Q1311670	1	1
qid	statement_value	Q131186	1	1
qid	statement_value	Q131189	1	1
qid	statement_value	Q1311958	1	1
qid	statement_value	Q1312	1	1
qid	statement_value	Q13120975	1	1
qid	statement_value	Q131214	1	1
qid	statement_value	Q131242	1	1
qid	statement_value	Q131288	1	1
qid	statement_value	Q1313	1	1
qid	statement_value	Q1313081	1	1
qid	statement_value	Q131312692	1	1
qid	statement_value	Q131327	1	1
qid	statement_value	Q131339	1	1
qid	statement_value	Q131340	1	1
qid	statement_value	Q131342	1	1
qid	statement_value	Q131359	1	1
qid	statement_value	Q13136	2	2
qid	statement_value	Q131361	1	1
qid	statement_value	Q13136166	1	1
qid	statement_value	Q13138136	1	1
qid	statement_value	Q131395	1	1
qid	statement_value	Q1314	1	1
qid	statement_value	Q131408	1	1
qid	statement_value	Q131413	1	1
qid	statement_value	Q131419	1	1
qid	statement_value	Q1314278	1	1
qid	statement_value	Q131442	1	1
qid	statement_value	Q131448	1	1
qid	statement_value	Q131453752	9	9
qid	statement_value	Q13145676	1	1
qid	statement_value	Q13146329	1	1
qid	statement_value	Q13147	1	1
qid	statement_value	Q131476	1	1
qid	statement_value	Q13147896	1	1
qid	statement_value	Q131480	1	1
qid	statement_value	Q1315	2	2
qid	statement_value	Q131505	3	3
qid	statement_value	Q131512	3	3
qid	statement_value	Q131514	1	1
qid	statement_value	Q131517	1	1
qid	statement_value	Q131524	1	1
qid	statement_value	Q131539	2	2
qid	statement_value	Q131557	1	1
qid	statement_value	Q131559	1	1
qid	statement_value	Q1315647	1	1
qid	statement_value	Q131567	1	1
qid	statement_value	Q131572	3	3
qid	statement_value	Q131574	1	1
qid	statement_value	Q13157735	1	1
qid	statement_value	Q13158	1	1
qid	statement_value	Q131582	1	1
qid	statement_value	Q1315911	1	1
qid	statement_value	Q131596	3	3
qid	statement_value	Q13159882	1	1
qid	statement_value	Q1316027	1	1
qid	statement_value	Q131605	1	1
qid	statement_value	Q131612	1	1
qid	statement_value	Q131625766	1	1
qid	statement_value	Q131625983	1	1
qid	statement_value	Q131626204	6	6
qid	statement_value	Q13163738	1	1
qid	statement_value	Q13164396	1	1
qid	statement_value	Q13164546	1	1
qid	statement_value	Q131647	1	1
qid	statement_value	Q131668	1	1
qid	statement_value	Q131677	2	2
qid	statement_value	Q131681	1	1
qid	statement_value	Q131684213	1	1
qid	statement_value	Q131696	1	1
qid	statement_value	Q131704	1	1
qid	statement_value	Q131734	1	1
qid	statement_value	Q131740	1	1
qid	statement_value	Q131746	1	1
qid	statement_value	Q131749	1	1
qid	statement_value	Q1317637	1	1
qid	statement_value	Q131767	2	2
qid	statement_value	Q131779	2	2
qid	statement_value	Q13178	1	1
qid	statement_value	Q1317831	1	1
qid	statement_value	Q1317893	1	1
qid	statement_value	Q13179	1	1
qid	statement_value	Q13179187	1	1
qid	statement_value	Q1318043	1	1
qid	statement_value	Q131815959	1	1
qid	statement_value	Q1318295	4	4
qid	statement_value	Q13183045	1	1
qid	statement_value	Q13184	1	1
qid	statement_value	Q131841	2	2
qid	statement_value	Q131841497	1	1
qid	statement_value	Q1318423	2	2
qid	statement_value	Q131855	1	1
qid	statement_value	Q1318578	1	1
qid	statement_value	Q13186	2	2
qid	statement_value	Q13187	1	1
qid	statement_value	Q1318740	1	1
qid	statement_value	Q13188	1	1
qid	statement_value	Q13188923	2	2
qid	statement_value	Q13189	1	1
qid	statement_value	Q13191	2	2
qid	statement_value	Q131935360	1	1
qid	statement_value	Q13194	1	1
qid	statement_value	Q1319434	1	1
qid	statement_value	Q13194939	2	2
qid	statement_value	Q13195	1	1
qid	statement_value	Q13196193	2	2
qid	statement_value	Q13197791	2	2
qid	statement_value	Q132	1	1
qid	statement_value	Q13201	2	2
qid	statement_value	Q1320101	1	1
qid	statement_value	Q13202263	1	1
qid	statement_value	Q13204	1	1
qid	statement_value	Q132041	1	1
qid	statement_value	Q13204680	1	1
qid	statement_value	Q132050	1	1
qid	statement_value	Q1320735	1	1
qid	statement_value	Q13209138	1	1
qid	statement_value	Q1321	1	1
qid	statement_value	Q132116	1	1
qid	statement_value	Q132120	1	1
qid	statement_value	Q1321220	1	1
qid	statement_value	Q132137	1	1
qid	statement_value	Q1321488	1	1
qid	statement_value	Q1321686	1	1
qid	statement_value	Q1321760	1	1
qid	statement_value	Q13219273	1	1
qid	statement_value	Q13219587	1	1
qid	statement_value	Q132196	1	1
qid	statement_value	Q13219637	2	2
qid	statement_value	Q1321995	1	1
qid	statement_value	Q1322005	3	3
qid	statement_value	Q1322134	1	1
qid	statement_value	Q13221843	1	1
qid	statement_value	Q13222088	1	1
qid	statement_value	Q1322323	1	1
qid	statement_value	Q13223298	1	1
qid	statement_value	Q132241	1	1
qid	statement_value	Q13226383	2	2
qid	statement_value	Q13228	2	2
qid	statement_value	Q13233	3	3
qid	statement_value	Q1323314	3	3
qid	statement_value	Q1323421	1	1
qid	statement_value	Q13235160	4	4
qid	statement_value	Q132397	1	1
qid	statement_value	Q13241	1	1
qid	statement_value	Q1324818	1	1
qid	statement_value	Q1324934	1	1
qid	statement_value	Q132510	2	2
qid	statement_value	Q13258171	1	1
qid	statement_value	Q1326028	1	1
qid	statement_value	Q13261	3	3
qid	statement_value	Q132612	1	1
qid	statement_value	Q1326198	1	1
qid	statement_value	Q132621	1	1
qid	statement_value	Q132624	1	1
qid	statement_value	Q1326278	1	1
qid	statement_value	Q1326512	1	1
qid	statement_value	Q13266	2	2
qid	statement_value	Q1326886	1	1
qid	statement_value	Q1326956	1	1
qid	statement_value	Q13270	1	1
qid	statement_value	Q1327007	1	1
qid	statement_value	Q1327130	1	1
qid	statement_value	Q1327260	1	1
qid	statement_value	Q132744	1	1
qid	statement_value	Q132744235	4	4
qid	statement_value	Q1327538	1	1
qid	statement_value	Q13276	2	2
qid	statement_value	Q1327706	1	1
qid	statement_value	Q1327750	1	1
qid	statement_value	Q132781	1	1
qid	statement_value	Q1328002	1	1
qid	statement_value	Q1328068	1	1
qid	statement_value	Q132814	1	1
qid	statement_value	Q132816845	1	1
qid	statement_value	Q132821	2	2
qid	statement_value	Q1328323	1	1
qid	statement_value	Q132834	1	1
qid	statement_value	Q132851	1	1
qid	statement_value	Q1328518	1	1
qid	statement_value	Q13290	1	1
qid	statement_value	Q132911	2	2
qid	statement_value	Q1329462	1	1
qid	statement_value	Q13298	1	1
qid	statement_value	Q1329910	1	1
qid	statement_value	Q1330402	1	1
qid	statement_value	Q133056	1	1
qid	statement_value	Q133080	1	1
qid	statement_value	Q133105	1	1
qid	statement_value	Q133128	1	1
qid	statement_value	Q133143202	1	1
qid	statement_value	Q133143655	1	1
qid	statement_value	Q133143995	1	1
qid	statement_value	Q133145	1	1
qid	statement_value	Q133156	1	1
qid	statement_value	Q133163	1	1
qid	statement_value	Q13317	1	1
qid	statement_value	Q133182	1	1
qid	statement_value	Q1332059	3	3
qid	statement_value	Q133212	1	1
qid	statement_value	Q133215	5	5
qid	statement_value	Q1332221	1	1
qid	statement_value	Q13323	1	1
qid	statement_value	Q1332343	1	1
qid	statement_value	Q133235	3	3
qid	statement_value	Q133236195	2	2
qid	statement_value	Q133237428	2	2
qid	statement_value	Q133244	1	1
qid	statement_value	Q133250	2	2
qid	statement_value	Q133255	1	1
qid	statement_value	Q133264036	1	1
qid	statement_value	Q133264074	1	1
qid	statement_value	Q133264348	1	1
qid	statement_value	Q133275294	1	1
qid	statement_value	Q133275307	1	1
qid	statement_value	Q133279	1	1
qid	statement_value	Q133287569	2	2
qid	statement_value	Q133297011	1	1
qid	statement_value	Q1332978	1	1
qid	statement_value	Q133310885	1	1
qid	statement_value	Q133311	1	1
qid	statement_value	Q133327	1	1
qid	statement_value	Q133346	1	1
qid	statement_value	Q1333813	1	1
qid	statement_value	Q1334091	1	1
qid	statement_value	Q1334097	1	1
qid	statement_value	Q1334343	1	1
qid	statement_value	Q1334379	1	1
qid	statement_value	Q133442	1	1
qid	statement_value	Q133455580	11	11
qid	statement_value	Q133462	1	1
qid	statement_value	Q133485	1	1
qid	statement_value	Q133492	1	1
qid	statement_value	Q133500	4	4
qid	statement_value	Q1335171	2	2
qid	statement_value	Q1335296	1	1
qid	statement_value	Q1335691	1	1
qid	statement_value	Q13358519	1	1
qid	statement_value	Q13360264	1	1
qid	statement_value	Q13360268	1	1
qid	statement_value	Q133673	1	1
qid	statement_value	Q133730446	1	1
qid	statement_value	Q133732200	1	1
qid	statement_value	Q133756654	1	1
qid	statement_value	Q133772	2	2
qid	statement_value	Q133780	1	1
qid	statement_value	Q133792	1	1
qid	statement_value	Q133800327	4	4
qid	statement_value	Q133805	1	1
qid	statement_value	Q13381458	1	1
qid	statement_value	Q133816954	1	1
qid	statement_value	Q133817982	2	2
qid	statement_value	Q13381863	1	1
qid	statement_value	Q133821943	3	3
qid	statement_value	Q133822102	9	9
qid	statement_value	Q133822104	1	1
qid	statement_value	Q13382460	1	1
qid	statement_value	Q13382566	3	3
qid	statement_value	Q13382576	3	3
qid	statement_value	Q133828508	3	3
qid	statement_value	Q133835326	1	1
qid	statement_value	Q133835517	2	2
qid	statement_value	Q133838692	1	1
qid	statement_value	Q133846053	3	3
qid	statement_value	Q133846548	1	1
qid	statement_value	Q13384978	1	1
qid	statement_value	Q133858060	1	1
qid	statement_value	Q133858230	1	1
qid	statement_value	Q133863989	1	1
qid	statement_value	Q133868879	2	2
qid	statement_value	Q133868917	1	1
qid	statement_value	Q133871026	1	1
qid	statement_value	Q133879930	1	1
qid	statement_value	Q133883112	6	6
qid	statement_value	Q133885949	4	4
qid	statement_value	Q133895	1	1
qid	statement_value	Q13389713	1	1
qid	statement_value	Q133900	1	1
qid	statement_value	Q1339195	1	1
qid	statement_value	Q1339255	1	1
qid	statement_value	Q1339338	1	1
qid	statement_value	Q1339582	1	1
qid	statement_value	Q133971121	1	1
qid	statement_value	Q1339847	1	1
qid	statement_value	Q133999657	2	2
qid	statement_value	Q134	1	1
qid	statement_value	Q134005707	1	1
qid	statement_value	Q13400960	1	1
qid	statement_value	Q134015	1	1
qid	statement_value	Q1340255	1	1
qid	statement_value	Q134026476	3	3
qid	statement_value	Q13402947	1	1
qid	statement_value	Q13402959	1	1
qid	statement_value	Q134041	1	1
qid	statement_value	Q1340504	1	1
qid	statement_value	Q13405640	1	1
qid	statement_value	Q134061	1	1
qid	statement_value	Q1340643	1	1
qid	statement_value	Q13408062	1	1
qid	statement_value	Q134082114	1	1
qid	statement_value	Q134082181	2	2
qid	statement_value	Q13411117	1	1
qid	statement_value	Q1341244	1	1
qid	statement_value	Q134124685	1	1
qid	statement_value	Q1341376	1	1
qid	statement_value	Q1341406	1	1
qid	statement_value	Q1341429	3	3
qid	statement_value	Q1341477	1	1
qid	statement_value	Q1341478	1	1
qid	statement_value	Q13414944	1	1
qid	statement_value	Q13414953	1	1
qid	statement_value	Q13415123	1	1
