internal_id	source_key	lexeme_ids_json	entity_sha256_json	lemma_json	stratum	pinned	proposal_option_id	constructor	expression	explicit_form_arguments	source_completeness	gf_fit	inference_confidence	review_status	structural_evidence	source_statement_ids_json	source_form_ids_json	p5548_evidence_json	field_evidence_json	complete_record_comparison	gf_record_sha256	pgf_sha256	gf_s_sg_nom_json	gf_s_sg_acc_json	gf_s_sg_dat_json	gf_s_sg_gen_json	gf_s_pl_nom_json	gf_s_pl_acc_json	gf_s_pl_dat_json	gf_s_pl_gen_json	gf_gender_json	gf_co_json	gf_uncap_s_sg_nom_json	gf_uncap_s_sg_acc_json	gf_uncap_s_sg_dat_json	gf_uncap_s_sg_gen_json	gf_uncap_s_pl_nom_json	gf_uncap_s_pl_acc_json	gf_uncap_s_pl_dat_json	gf_uncap_s_pl_gen_json	gf_uncap_co_json	gf_csep_json
wdn_000223_N	L888217	["L888217"]	["dbfa4988f87486a8e866b734960e8fb7a9593ef590596bf73bb43d2211702bdd"]	"Filmkopie"	invariant	no	wdn_000223_p001	mkN_lemma	P.mkN "Filmkopie"	1	complete	exact_source_evidence	provisional	sampled	none_recorded	["L888217$2C033178-E311-432A-AB55-50C1085A251B"]	{"s_pl_acc":["L888217-F8"],"s_pl_dat":["L888217-F7"],"s_pl_gen":["L888217-F6"],"s_pl_nom":["L888217-F5"],"s_sg_acc":["L888217-F4"],"s_sg_dat":["L888217-F3"],"s_sg_gen":["L888217-F2"],"s_sg_nom":["L888217-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	be2d36a03b952df289c3c992e5d8b64668aada5f7c46e17653e35ac686148bb5	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Filmkopie"	"Filmkopie"	"Filmkopie"	"Filmkopie"	"Filmkopien"	"Filmkopien"	"Filmkopien"	"Filmkopien"	"feminine"	"Filmkopien"	"filmkopie"	"filmkopie"	"filmkopie"	"filmkopie"	"filmkopien"	"filmkopien"	"filmkopien"	"filmkopien"	"filmkopien"	"bind"
wdn_000224_N	L889587	["L889587"]	["e924910bf6fe231c5809adf545c1a28216a7239cb609e76e85c1833810b18662"]	"Sexualhormon"	regular_neuter	no	wdn_000224_p007	mkN_two	P.mkN "Sexualhormon" "Sexualhormone" P.neuter	2	complete	exact_source_evidence	provisional	sampled	none_recorded	["L889587$DF4EAB0B-EE15-461B-A61E-4172B70B1BBF"]	{"s_pl_acc":["L889587-F8"],"s_pl_dat":["L889587-F7"],"s_pl_gen":["L889587-F6"],"s_pl_nom":["L889587-F5"],"s_sg_acc":["L889587-F4"],"s_sg_dat":["L889587-F3"],"s_sg_gen":["L889587-F2"],"s_sg_nom":["L889587-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	e9045cef8eda12486d7a9301d75f74e8e353efb0d0aa621ae8ca68c5eaca8c51	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Sexualhormon"	"Sexualhormon"	"Sexualhormon"	"Sexualhormons"	"Sexualhormone"	"Sexualhormone"	"Sexualhormonen"	"Sexualhormone"	"neuter"	"Sexualhormon"	"sexualhormon"	"sexualhormon"	"sexualhormon"	"sexualhormons"	"sexualhormone"	"sexualhormone"	"sexualhormonen"	"sexualhormone"	"sexualhormon"	"bind"
wdn_000225_N	L889945	["L889945"]	["a6f13c2d48a5a81f61994cf47f4c57128c0f31a0a97dbe0fcf782f4b795e8e6a"]	"Spionageagent"	irregular_full	no	wdn_000225_p007	mkN_two	P.mkN "Spionageagent" "Spionageagenten" P.masculine	2	complete	exact_source_evidence	provisional	sampled	none_recorded	["L889945$38D0002C-41C4-4871-B7A2-4C3BBF459527"]	{"s_pl_acc":["L889945-F8"],"s_pl_dat":["L889945-F7"],"s_pl_gen":["L889945-F6"],"s_pl_nom":["L889945-F5"],"s_sg_acc":["L889945-F4"],"s_sg_dat":["L889945-F3"],"s_sg_gen":["L889945-F2"],"s_sg_nom":["L889945-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	49b8f09f4359ffa61c64a79dd953136e06bdd0a7c96107ea72e5c1d5c7caf086	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Spionageagent"	"Spionageagenten"	"Spionageagenten"	"Spionageagenten"	"Spionageagenten"	"Spionageagenten"	"Spionageagenten"	"Spionageagenten"	"masculine"	"Spionageagent"	"spionageagent"	"spionageagenten"	"spionageagenten"	"spionageagenten"	"spionageagenten"	"spionageagenten"	"spionageagenten"	"spionageagenten"	"spionageagent"	"bind"
wdn_000228_N	L891602	["L891602"]	["623257bcf339b4a2c5af184efabb0da94574e114d9930130d29414544476b17a"]	"Totogewinn"	unknown_gender	no	wdn_000228_p001	mkN_lemma	P.mkN "Totogewinn"	1	complete	compatible_with_inference	provisional	sampled	none_recorded	[]	{"s_pl_acc":["L891602-F8"],"s_pl_dat":["L891602-F6"],"s_pl_gen":["L891602-F4"],"s_pl_nom":["L891602-F2"],"s_sg_acc":["L891602-F7"],"s_sg_dat":["L891602-F5"],"s_sg_gen":["L891602-F3"],"s_sg_nom":["L891602-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"provisional_inference","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	56b44249c2d5e88d9cf97f2aef908432a783597d60423259be0859eee4ec4baa	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Totogewinn"	"Totogewinn"	"Totogewinn"	"Totogewinnes"	"Totogewinne"	"Totogewinne"	"Totogewinnen"	"Totogewinne"	"masculine"	"Totogewinn"	"totogewinn"	"totogewinn"	"totogewinn"	"totogewinnes"	"totogewinne"	"totogewinne"	"totogewinnen"	"totogewinne"	"totogewinn"	"bind"
wdn_000229_N	L893017	["L893017"]	["4ee7720a1259e11c909314b4a914bd2a3762521a8eedd8803fc7a59738c9ae74"]	"Knackwurst"	regular_feminine	no	wdn_000229_p007	mkN_two	P.mkN "Knackwurst" "Knackwürste" P.feminine	2	complete	exact_source_evidence	provisional	sampled	explicit_compound_analysis	["L893017$14C88709-C6EB-42F9-9990-9E6916F73B88","L893017$7351ed9f-4668-0830-80f5-757060cbf0bf","L893017$81920727-4b02-cb09-f31f-3a67fa6fe3af"]	{"s_pl_acc":["L893017-F8"],"s_pl_dat":["L893017-F6"],"s_pl_gen":["L893017-F4"],"s_pl_nom":["L893017-F2"],"s_sg_acc":["L893017-F7"],"s_sg_dat":["L893017-F5"],"s_sg_gen":["L893017-F3"],"s_sg_nom":["L893017-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	a3331977b3fd0eba3b2b9cfb35cd6102e8240240eee1b5dde57185a0cb767793	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Knackwurst"	"Knackwurst"	"Knackwurst"	"Knackwurst"	"Knackwürste"	"Knackwürste"	"Knackwürsten"	"Knackwürste"	"feminine"	"Knackwurst"	"knackwurst"	"knackwurst"	"knackwurst"	"knackwurst"	"knackwürste"	"knackwürste"	"knackwürsten"	"knackwürste"	"knackwurst"	"bind"
wdn_000230_N	L893233	["L893233"]	["14bcd5c78c3b63cf63c22de05929e7246dbb2cc7bef8960a3005006d63f8def9"]	"Knospenkapitell"	unknown_gender	no	wdn_000230_p001	mkN_lemma	P.mkN "Knospenkapitell"	1	complete	compatible_with_inference	provisional	sampled	none_recorded	[]	{"s_pl_acc":["L893233-F8"],"s_pl_dat":["L893233-F7"],"s_pl_gen":["L893233-F6"],"s_pl_nom":["L893233-F5"],"s_sg_acc":["L893233-F4"],"s_sg_dat":["L893233-F3"],"s_sg_gen":["L893233-F2"],"s_sg_nom":["L893233-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"provisional_inference","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	f2ea681968a3d3060adc7a95a7589905af63a8200c43d228221f1371253064ac	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Knospenkapitell"	"Knospenkapitell"	"Knospenkapitell"	"Knospenkapitells"	"Knospenkapitelle"	"Knospenkapitelle"	"Knospenkapitellen"	"Knospenkapitelle"	"masculine"	"Knospenkapitell"	"knospenkapitell"	"knospenkapitell"	"knospenkapitell"	"knospenkapitells"	"knospenkapitelle"	"knospenkapitelle"	"knospenkapitellen"	"knospenkapitelle"	"knospenkapitell"	"bind"
wdn_000233_N	L895362	["L895362"]	["ef8b542957b2137e8b4f98752584088c3ee8d0a8fdddd0aaa3e5393627156a2c"]	"Geschirrspülen"	partial_evidence	no	wdn_000233_p002	mkN_lemma_gender	P.mkN "Geschirrspülen" P.neuter	1	partial	compatible_with_inference	provisional	sampled	none_recorded	["L895362$ACA0AB89-1446-4304-B001-5CC500513EDF"]	{"s_sg_acc":["L895362-F4"],"s_sg_dat":["L895362-F3"],"s_sg_gen":["L895362-F2"],"s_sg_nom":["L895362-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"provisional_inference","s_pl_dat":"provisional_inference","s_pl_gen":"provisional_inference","s_pl_nom":"provisional_inference","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	19ef079254bd7751b601db7517a8806b6669861cb049224e954f13bed0d516b8	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Geschirrspülen"	"Geschirrspülen"	"Geschirrspülen"	"Geschirrspülens"	"Geschirrspülen"	"Geschirrspülen"	"Geschirrspülen"	"Geschirrspülen"	"neuter"	"Geschirrspülen"	"geschirrspülen"	"geschirrspülen"	"geschirrspülen"	"geschirrspülens"	"geschirrspülen"	"geschirrspülen"	"geschirrspülen"	"geschirrspülen"	"geschirrspülen"	"bind"
wdn_000234_N	L896297	["L896297"]	["c751886e899070b396912222e6ca9459809b8af7398b49370356b6cb3ab92a5f"]	"Gesamtkonstitution"	partial_evidence	no	wdn_000234_p001	mkN_lemma	P.mkN "Gesamtkonstitution"	1	partial	compatible_with_inference	provisional	sampled	none_recorded	["L896297$02A8B0CE-3DC7-49C3-8FC4-F45935DBCED4"]	{"s_sg_acc":["L896297-F4"],"s_sg_dat":["L896297-F3"],"s_sg_gen":["L896297-F2"],"s_sg_nom":["L896297-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"provisional_inference","s_pl_dat":"provisional_inference","s_pl_gen":"provisional_inference","s_pl_nom":"provisional_inference","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	b10773638a762be9cfff9ea7ab62d52346609e22e4911747585e0ce338f5d9ed	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Gesamtkonstitution"	"Gesamtkonstitution"	"Gesamtkonstitution"	"Gesamtkonstitution"	"Gesamtkonstitutionen"	"Gesamtkonstitutionen"	"Gesamtkonstitutionen"	"Gesamtkonstitutionen"	"feminine"	"Gesamtkonstitution"	"gesamtkonstitution"	"gesamtkonstitution"	"gesamtkonstitution"	"gesamtkonstitution"	"gesamtkonstitutionen"	"gesamtkonstitutionen"	"gesamtkonstitutionen"	"gesamtkonstitutionen"	"gesamtkonstitution"	"bind"
wdn_000237_N	L897618	["L897618"]	["21e0c66dedc24d3337dd2aa4f6814c96d72b943f5e7cb79176e6cf5a94101e31"]	"Geisterhand"	regular_feminine	no	wdn_000237_p007	mkN_two	P.mkN "Geisterhand" "Geisterhände" P.feminine	2	complete	exact_source_evidence	provisional	sampled	none_recorded	["L897618$105D17CB-5373-44F7-B8B8-0DA2004470D8"]	{"s_pl_acc":["L897618-F8"],"s_pl_dat":["L897618-F6"],"s_pl_gen":["L897618-F4"],"s_pl_nom":["L897618-F2"],"s_sg_acc":["L897618-F7"],"s_sg_dat":["L897618-F5"],"s_sg_gen":["L897618-F3"],"s_sg_nom":["L897618-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	a0fc87b75666ecefe7dbc9f87270cc8f354348df65a7e683f0b7d9b4e8e9aef5	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Geisterhand"	"Geisterhand"	"Geisterhand"	"Geisterhand"	"Geisterhände"	"Geisterhände"	"Geisterhänden"	"Geisterhände"	"feminine"	"Geisterhand"	"geisterhand"	"geisterhand"	"geisterhand"	"geisterhand"	"geisterhände"	"geisterhände"	"geisterhänden"	"geisterhände"	"geisterhand"	"bind"
wdn_000238_N	L897936	["L897936"]	["f151743be8e7771dab5a897934b42da86c550e7dababd5a5f117baca543ab957"]	"Ostermette"	invariant	no	wdn_000238_p001	mkN_lemma	P.mkN "Ostermette"	1	complete	exact_source_evidence	provisional	sampled	none_recorded	["L897936$A037F25F-800F-4FED-BF98-EF12C579CAF6"]	{"s_pl_acc":["L897936-F8"],"s_pl_dat":["L897936-F6"],"s_pl_gen":["L897936-F4"],"s_pl_nom":["L897936-F2"],"s_sg_acc":["L897936-F7"],"s_sg_dat":["L897936-F5"],"s_sg_gen":["L897936-F3"],"s_sg_nom":["L897936-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	522402d1f124613fac5ad3985d388212424504a3204f77128f01b2c645b62239	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Ostermette"	"Ostermette"	"Ostermette"	"Ostermette"	"Ostermetten"	"Ostermetten"	"Ostermetten"	"Ostermetten"	"feminine"	"Ostermetten"	"ostermette"	"ostermette"	"ostermette"	"ostermette"	"ostermetten"	"ostermetten"	"ostermetten"	"ostermetten"	"ostermetten"	"bind"
wdn_000239_N	L898439	["L898439"]	["1b0067f77003f06aa94b4ed12a4c1dcb338cb6775698e207d44cfe93c37e9dec"]	"Milizsoldat"	irregular_full	no	wdn_000239_p007	mkN_two	P.mkN "Milizsoldat" "Milizsoldaten" P.masculine	2	complete	exact_source_evidence	provisional	sampled	none_recorded	["L898439$7A395362-1CDD-4AE0-BF12-7B12C956564A"]	{"s_pl_acc":["L898439-F8"],"s_pl_dat":["L898439-F7"],"s_pl_gen":["L898439-F6"],"s_pl_nom":["L898439-F5"],"s_sg_acc":["L898439-F4"],"s_sg_dat":["L898439-F3"],"s_sg_gen":["L898439-F2"],"s_sg_nom":["L898439-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	81c63dd3f8f107baae30a9c1fe3fa78bff02d1035e90bccef57e0421386677cc	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Milizsoldat"	"Milizsoldaten"	"Milizsoldaten"	"Milizsoldaten"	"Milizsoldaten"	"Milizsoldaten"	"Milizsoldaten"	"Milizsoldaten"	"masculine"	"Milizsoldat"	"milizsoldat"	"milizsoldaten"	"milizsoldaten"	"milizsoldaten"	"milizsoldaten"	"milizsoldaten"	"milizsoldaten"	"milizsoldaten"	"milizsoldat"	"bind"
wdn_000240_N	L898621	["L898621"]	["26a4d7ec5bb1f7259178c4b0e16e0a6819471f4f8e6b9acbdfa9c0b33f21ad1d"]	"Minorität"	invariant	no	wdn_000240_p002	mkN_lemma_gender	P.mkN "Minorität" P.feminine	1	complete	exact_source_evidence	provisional	sampled	none_recorded	["L898621$895E7591-E196-44E8-91FC-CB76D6D28090"]	{"s_pl_acc":["L898621-F8"],"s_pl_dat":["L898621-F6"],"s_pl_gen":["L898621-F4"],"s_pl_nom":["L898621-F2"],"s_sg_acc":["L898621-F7"],"s_sg_dat":["L898621-F5"],"s_sg_gen":["L898621-F3"],"s_sg_nom":["L898621-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	8c9c3c907cb518679d044420eb90b414c32cb34770e8fa48883235f6342960c2	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Minorität"	"Minorität"	"Minorität"	"Minorität"	"Minoritäten"	"Minoritäten"	"Minoritäten"	"Minoritäten"	"feminine"	"Minorität"	"minorität"	"minorität"	"minorität"	"minorität"	"minoritäten"	"minoritäten"	"minoritäten"	"minoritäten"	"minorität"	"bind"
wdn_000241_N	L898977	["L898977"]	["e5c0f34bc54dbd3142589b2f7e79ae9b6db173d3b6be6d9d6b825a77ccde7548"]	"Vasomotoren"	plural_only	no	wdn_000241_p001	pluralOnlyN	P.pluralOnlyN "Vasomotoren"	1	complete	compatible_with_inference	provisional	sampled	none_recorded	["L898977$73C50E66-88C9-436B-9E08-B295208C94EE"]	{"s_pl_acc":["L898977-F4"],"s_pl_dat":["L898977-F3"],"s_pl_gen":["L898977-F2"],"s_pl_nom":["L898977-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"provisional_inference","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"unavailable","s_sg_dat":"unavailable","s_sg_gen":"unavailable","s_sg_nom":"unavailable","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"unavailable","uncap_s_sg_dat":"unavailable","uncap_s_sg_gen":"unavailable","uncap_s_sg_nom":"unavailable"}	yes	bb4c88130f9bee14434c87999edbd69e0d65ddea583fd5950ec674641ff9cec9	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	""	""	""	""	"Vasomotoren"	"Vasomotoren"	"Vasomotoren"	"Vasomotoren"	"masculine"	"Vasomotoren"	""	""	""	""	"vasomotoren"	"vasomotoren"	"vasomotoren"	"vasomotoren"	"vasomotoren"	"bind"
wdn_000242_N	L901354	["L901354"]	["2267c41dca3c79edc5b10e7d5cd067a08be051d6065409c84765d4f9a5fb88bf"]	"Riesenkraft"	regular_feminine	no	wdn_000242_p007	mkN_two	P.mkN "Riesenkraft" "Riesenkräfte" P.feminine	2	complete	exact_source_evidence	provisional	sampled	explicit_compound_analysis	["L901354$8EA984BE-3C4F-46CA-AFF6-461D7022D41A","L901354$9CE6B71A-54E2-470B-BCBA-BA1BF83DCAD0"]	{"s_pl_acc":["L901354-F8"],"s_pl_dat":["L901354-F7"],"s_pl_gen":["L901354-F6"],"s_pl_nom":["L901354-F5"],"s_sg_acc":["L901354-F4"],"s_sg_dat":["L901354-F3"],"s_sg_gen":["L901354-F2"],"s_sg_nom":["L901354-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	7142cc779f8f7216ac962618655eb2a80a0c25cf359fdd7ab177db8d72d893eb	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Riesenkraft"	"Riesenkraft"	"Riesenkraft"	"Riesenkraft"	"Riesenkräfte"	"Riesenkräfte"	"Riesenkräften"	"Riesenkräfte"	"feminine"	"Riesenkraft"	"riesenkraft"	"riesenkraft"	"riesenkraft"	"riesenkraft"	"riesenkräfte"	"riesenkräfte"	"riesenkräften"	"riesenkräfte"	"riesenkraft"	"bind"
