internal_id	source_key	lexeme_ids_json	entity_sha256_json	lemma_json	stratum	pinned	source_completeness	gf_fit	inference_confidence	review_status	rejection_reason	residual_api_gap	structural_evidence	genders_json	number_restriction	source_statement_ids_json	source_form_ids_json	combining_forms_json	p5548_evidence_json	diagnostics_json	compared_options	fitting_variants
wdn_000102_N	L777606	["L777606"]	["249155fda1c2bfa77e2eb37beac39c08d6a18a2548a54c4ffb47173c52db593a"]	"Weblog"	multiple_gender	no	complete	unrepresentable	unavailable	rejected	unresolved_multiple_gender_alternatives		none_recorded	["masculine","neuter"]	ordinary	["L777606$4B8A051D-9207-4491-B71E-71A539449823","L777606$5405E969-B316-43AD-846D-73261B2A2B95"]	{"s_pl_acc":["L777606-F8"],"s_pl_dat":["L777606-F7"],"s_pl_gen":["L777606-F6"],"s_pl_nom":["L777606-F5"],"s_sg_acc":["L777606-F4"],"s_sg_dat":["L777606-F3"],"s_sg_gen":["L777606-F2"],"s_sg_nom":["L777606-F1"]}	[]	[]	[]	0	0
wdn_000103_N	L778200	["L778200"]	["2fd74c0203eb5e9d71fcb309dc68e4e04fea6c372417a9936855f8fc245b532a"]	"Ritalin"	singular_only	no	complete	unrepresentable	unavailable	rejected	residual_api_gap_singular_only	missing_public_singular_only_noun_constructor	none_recorded	["neuter"]	singular_only	["L778200$1512633D-59F9-4A5C-96CA-40C1CA62D0FF","L778200$5F8ACED8-5890-4F0E-9325-3C9EC9890E5F"]	{"s_sg_acc":["L778200-F4"],"s_sg_dat":["L778200-F3"],"s_sg_gen":["L778200-F2"],"s_sg_nom":["L778200-F1"]}	[]	[]	[]	0	0
wdn_000114_N	L783899	["L783899"]	["a56646ea4674dc5cb193e371fe7d47f0c2647574898ae8268c90b36f12981048"]	"Tagesverlauf"	conflicting_slots	no	conflicting	unrepresentable	unavailable	rejected	conflicting_source_slots		none_recorded	["masculine"]	ordinary	["L783899$E87FE4E6-19CB-401B-BBAD-300A5A395943"]	{"s_pl_acc":["L783899-F9"],"s_pl_dat":["L783899-F8"],"s_pl_gen":["L783899-F7"],"s_pl_nom":["L783899-F6"],"s_sg_acc":["L783899-F5"],"s_sg_dat":["L783899-F4"],"s_sg_gen":["L783899-F2","L783899-F3"],"s_sg_nom":["L783899-F1"]}	[]	[]	["conflicting_slots"]	0	0
wdn_000120_N	L785630	["L785630"]	["253c0ec9c64ba715748fa98331f45e0ddba9a745cc6336fe61b7593346e8f032"]	"Sozialhilfebezug"	conflicting_slots	no	conflicting	unrepresentable	unavailable	rejected	conflicting_source_slots		none_recorded	["masculine"]	ordinary	["L785630$169FEE80-8245-4F32-9989-4DAEBE9E3DF6"]	{"s_pl_acc":["L785630-F9"],"s_pl_dat":["L785630-F8"],"s_pl_gen":["L785630-F7"],"s_pl_nom":["L785630-F6"],"s_sg_acc":["L785630-F5"],"s_sg_dat":["L785630-F4"],"s_sg_gen":["L785630-F2","L785630-F3"],"s_sg_nom":["L785630-F1"]}	[]	[]	["conflicting_slots"]	0	0
wdn_000122_N	L788057	["L788057"]	["6c7276baa90e24a4229781277d0eb318f223acc2a6ebbbb537006b76f218aa9e"]	"Gentest"	conflicting_slots	no	conflicting	unrepresentable	unavailable	rejected	conflicting_source_slots		none_recorded	["masculine"]	ordinary	["L788057$4471EBEA-D524-4BCC-92EA-1B455342EC10"]	{"s_pl_acc":["L788057-F9"],"s_pl_dat":["L788057-F8"],"s_pl_gen":["L788057-F7"],"s_pl_nom":["L788057-F6"],"s_sg_acc":["L788057-F5"],"s_sg_dat":["L788057-F4"],"s_sg_gen":["L788057-F2","L788057-F3"],"s_sg_nom":["L788057-F1"]}	[]	[]	["conflicting_slots"]	0	0
wdn_000127_N	L790448	["L790448"]	["019b86ce99558c8103fa117dd54e2c672a49e606277c65caab98593675f405bf"]	"Mieterverband"	conflicting_slots	no	conflicting	unrepresentable	unavailable	rejected	conflicting_source_slots		none_recorded	["masculine"]	ordinary	["L790448$5469B217-5C48-49BA-B905-2D3A956B9EB6"]	{"s_pl_acc":["L790448-F9"],"s_pl_dat":["L790448-F8"],"s_pl_gen":["L790448-F7"],"s_pl_nom":["L790448-F6"],"s_sg_acc":["L790448-F5"],"s_sg_dat":["L790448-F4"],"s_sg_gen":["L790448-F2","L790448-F3"],"s_sg_nom":["L790448-F1"]}	[]	[]	["conflicting_slots"]	0	0
wdn_000130_N	L792811	["L792811"]	["3a350c87e6f3f53238dacfeb06d63ce788284b29be5122c38cdcfa913fe24957"]	"Apfelschorle"	multiple_gender	no	complete	unrepresentable	unavailable	rejected	unresolved_multiple_gender_alternatives		explicit_compound_analysis	["feminine","neuter"]	ordinary	["L792811$107E13F8-923B-4A5E-8EB6-D90B72EEB162","L792811$6c98b3f3-49b9-0ce5-cbb7-c13ffe05c7dd","L792811$84a1893e-49cb-da5a-3df1-082cedf3bf68","L792811$CB735FDA-B4B6-4289-A9EE-315ED41BE494"]	{"s_pl_acc":["L792811-F8"],"s_pl_dat":["L792811-F6"],"s_pl_gen":["L792811-F4"],"s_pl_nom":["L792811-F2"],"s_sg_acc":["L792811-F7"],"s_sg_dat":["L792811-F5"],"s_sg_gen":["L792811-F3"],"s_sg_nom":["L792811-F1"]}	[]	[]	[]	0	0
wdn_000131_N	L794369	["L794369"]	["a22d096ad2e73c17b15e92f012bfd44cbe09618ddc1b3f1e4dd2b6ac1f7d8696"]	"Aerobic"	multiple_gender	no	none	unrepresentable	unavailable	rejected	unresolved_multiple_gender_alternatives		none_recorded	["feminine","neuter"]	ordinary	["L794369$6949DF64-9E9A-4596-9D29-9CB1B5302CAA","L794369$AC6EEBE3-6B88-49FE-B3E7-083E8DE317DD"]	{}	[]	[]	[]	0	0
wdn_000139_N	L798537	["L798537"]	["2041bffa3d4e65a37b38353bde8f0637e7058e5f92eb42ed2933dc4814c6db20"]	"Bondage"	multiple_gender	no	none	unrepresentable	unavailable	rejected	unresolved_multiple_gender_alternatives		none_recorded	["feminine","neuter"]	ordinary	["L798537$4FE0375A-997F-4B87-BFF0-2217F76CA6BF","L798537$C595484A-C6AA-438D-A6B7-FDC7AB1303CA"]	{}	[]	[]	[]	0	0
wdn_000141_N	L799013	["L799013"]	["1b323dbb07a72d4c28efea35bb56d13f4ecc714c8632ec1abc0b7e33016435de"]	"Skicross"	multiple_gender	no	none	unrepresentable	unavailable	rejected	unresolved_multiple_gender_alternatives		none_recorded	["masculine","neuter"]	ordinary	["L799013$19C42638-CC9F-4584-A1C2-0C451E2EEE3E","L799013$4DF43CE4-F93A-4D08-8C1A-2F7D8F4A923C"]	{}	[]	[]	[]	0	0
wdn_000145_N	L801502	["L801502"]	["dd6da2e5f7cc9ec54f74c68f9069c9de3d09370a8d68c6fe7b0885bcb2e0d5cd"]	"Edamer Käse"	multiword	no	none	unrepresentable	unavailable	rejected	multiword_outside_atomic_noun_pilot		none_recorded	["masculine"]	ordinary	["L801502$91B8BDA8-48CB-496A-8063-3216FB587BF7"]	{}	[]	[]	[]	0	0
wdn_000151_N	L808212	["L808212"]	["8237aec9eeffb55738b43d41e3e18513a85268624ef87bb63da20ddb9e1d761f"]	"Marschfox"	unknown_gender	no	complete	unrepresentable	unavailable	rejected	source_evidence_gap_missing_gender		none_recorded	[]	ordinary	[]	{"s_pl_acc":["L808212-F8"],"s_pl_dat":["L808212-F7"],"s_pl_gen":["L808212-F6"],"s_pl_nom":["L808212-F5"],"s_sg_acc":["L808212-F4"],"s_sg_dat":["L808212-F3"],"s_sg_gen":["L808212-F2"],"s_sg_nom":["L808212-F1"]}	[]	[]	["missing_gender"]	1	0
wdn_000152_N	L808486	["L808486"]	["27e5ba522bee4d18764a34af34d74ab8ebcb1dd6b703be0836c595100f269d6b"]	"Malzbonbon"	multiple_gender	no	complete	unrepresentable	unavailable	rejected	unresolved_multiple_gender_alternatives		none_recorded	["masculine","neuter"]	ordinary	["L808486$35ADE15B-37D7-4537-BF3E-B593852E77B8","L808486$BB14CABE-A5B3-42AE-9580-81AFFB922236"]	{"s_pl_acc":["L808486-F8"],"s_pl_dat":["L808486-F7"],"s_pl_gen":["L808486-F6"],"s_pl_nom":["L808486-F5"],"s_sg_acc":["L808486-F4"],"s_sg_dat":["L808486-F3"],"s_sg_gen":["L808486-F2"],"s_sg_nom":["L808486-F1"]}	[]	[]	[]	0	0
wdn_000156_N	L810211	["L810211"]	["8f00374f9c192f8146dba4d4016faf38751d16eac15a2afe92717071f21438d2"]	"Katzenjammer"	singular_only	no	complete	unrepresentable	unavailable	rejected	residual_api_gap_singular_only	missing_public_singular_only_noun_constructor	explicit_compound_analysis	["masculine"]	singular_only	["L810211$68fe7653-4599-d6bc-e61c-94a656260bfd","L810211$6beb2f95-4832-77e5-e007-2134804c4f31","L810211$7f5eba82-4adb-f293-f4f7-e590813c62fb","L810211$a04ee50b-4238-e043-ff50-ec9f19c7260d","L810211$b3658f19-74c2-4b65-89d7-e212ac2d14c5"]	{"s_sg_acc":["L810211-F4"],"s_sg_dat":["L810211-F3"],"s_sg_gen":["L810211-F2"],"s_sg_nom":["L810211-F1"]}	[]	[]	[]	0	0
wdn_000159_N	L813447	["L813447"]	["93b2fa18cba9c7b373ebe3d0d21848967c8940f8619bc8ca52ea3c47ff1d20f5"]	"Fußballmatch"	multiple_gender	no	none	unrepresentable	unavailable	rejected	unresolved_multiple_gender_alternatives		none_recorded	["masculine","neuter"]	ordinary	["L813447$6880C03C-EF61-4A64-8C82-11E3F89C0A26","L813447$C6AAD20E-CB2B-4D77-8721-F32B4051867A"]	{}	[]	[]	[]	0	0
wdn_000167_N	L824760	["L824760"]	["a08c83c8ad852b41275a40e6f3a28971ae922e280e66430877abcf0e5a1bca19"]	"Haushaltmittel"	plural_only	no	none	unrepresentable	unavailable	rejected	source_evidence_gap_missing_required_forms		none_recorded	[]	plural_only	["L824760$D67C4657-CFCA-4164-ADFF-7D064D6B683A"]	{}	[]	[]	["missing_gender"]	0	0
wdn_000172_N	L829784	["L829784"]	["38892a515cf5652406a090a3d6546384276f2e4466333ee8c2257b4c241394df"]	"Azetylen"	singular_only	no	complete	unrepresentable	unavailable	rejected	residual_api_gap_singular_only	missing_public_singular_only_noun_constructor	none_recorded	["neuter"]	singular_only	["L829784$28957A2A-ED48-49CE-A627-619B78CA02E2","L829784$75AA0D74-7E8E-4833-8812-999C110A97EB"]	{"s_sg_acc":["L829784-F4"],"s_sg_dat":["L829784-F3"],"s_sg_gen":["L829784-F2"],"s_sg_nom":["L829784-F1"]}	[]	[]	[]	0	0
wdn_000174_N	L831497	["L831497"]	["7da2958e20e329b8f6c17670731cc4f087a655750101d37bb7ba93ab324b6c0c"]	"Lehrmittel"	plural_only	no	partial	unrepresentable	unavailable	rejected	forms_conflict_with_number_restriction		none_recorded	[]	plural_only	["L831497$5D71816C-9AE6-4600-9370-A736327DE0AA"]	{"s_pl_acc":["L831497-F8"],"s_pl_dat":["L831497-F6"],"s_pl_gen":["L831497-F4"],"s_pl_nom":["L831497-F2"],"s_sg_acc":["L831497-F7"],"s_sg_dat":["L831497-F5"],"s_sg_gen":["L831497-F3"],"s_sg_nom":["L831497-F1"]}	[]	[]	["forms_conflict_with_number_restriction","missing_gender"]	0	0
wdn_000188_N	L847439	["L847439"]	["9df14be017d86d9410fcdd15d9467b01481d260ed42f6adb3b23be273002dea9"]	"Taschenspielerkunst"	unknown_gender	no	complete	unrepresentable	unavailable	rejected	source_evidence_gap_missing_gender		none_recorded	[]	ordinary	[]	{"s_pl_acc":["L847439-F8"],"s_pl_dat":["L847439-F7"],"s_pl_gen":["L847439-F6"],"s_pl_nom":["L847439-F5"],"s_sg_acc":["L847439-F4"],"s_sg_dat":["L847439-F3"],"s_sg_gen":["L847439-F2"],"s_sg_nom":["L847439-F1"]}	[]	[]	["missing_gender"]	1	0
wdn_000199_N	L857795	["L857795"]	["ac0206b065f1d54a24362260cc935aa62f092d49a5e51ad4651f567841fae26d"]	"Fettwulst"	multiple_gender	no	none	unrepresentable	unavailable	rejected	unresolved_multiple_gender_alternatives		none_recorded	["feminine","masculine"]	ordinary	["L857795$347969DA-C9DF-4779-A8A6-538787E54BFF","L857795$73FED4BE-1D58-465B-A6C4-4C84F2602DAB"]	{}	[]	[]	[]	0	0
wdn_000204_N	L864372	["L864372"]	["198a904202fe10c887e3e2ec35b6f280646d7fea67798afdebe90265aefe42a9"]	"Rebus"	multiple_gender	no	complete	unrepresentable	unavailable	rejected	unresolved_multiple_gender_alternatives		none_recorded	["masculine","neuter"]	ordinary	["L864372$94B72041-E9CC-4623-A7FB-299283C9C235","L864372$CFF9F5F1-43BD-4C54-9471-0D1E5D401091"]	{"s_pl_acc":["L864372-F8"],"s_pl_dat":["L864372-F6"],"s_pl_gen":["L864372-F4"],"s_pl_nom":["L864372-F2"],"s_sg_acc":["L864372-F7"],"s_sg_dat":["L864372-F5"],"s_sg_gen":["L864372-F3"],"s_sg_nom":["L864372-F1"]}	[]	[]	[]	0	0
wdn_000206_N	L865140	["L865140"]	["ff7cad4985d01f0b0107e3674b4ed254f291d81911889c437202c586aa30dc12"]	"Triangel"	multiple_gender	no	none	unrepresentable	unavailable	rejected	unresolved_multiple_gender_alternatives		none_recorded	["feminine","masculine","neuter"]	ordinary	["L865140$1EEEFC97-C956-419D-997A-FB448C404A80","L865140$5970A5F2-5C84-498F-9350-106A670B676D","L865140$C5B2E823-A1A2-4075-B790-6AA6CDC39A83"]	{}	[]	[]	[]	0	0
wdn_000208_N	L867966	["L867966"]	["567f967ead3a0425d11335352db34d4f890911f570d70e23e99d4e59a654bb53"]	"Ehesakrament"	conflicting_slots	no	conflicting	unrepresentable	unavailable	rejected	conflicting_source_slots		none_recorded	["neuter"]	ordinary	["L867966$5D2501D2-226F-4B4D-857D-81CD3ECEB25D"]	{"s_pl_acc":["L867966-F9"],"s_pl_dat":["L867966-F8"],"s_pl_gen":["L867966-F7"],"s_pl_nom":["L867966-F6"],"s_sg_acc":["L867966-F5"],"s_sg_dat":["L867966-F4"],"s_sg_gen":["L867966-F2","L867966-F3"],"s_sg_nom":["L867966-F1"]}	[]	[]	["conflicting_slots"]	0	0
wdn_000209_N	L868272	["L868272"]	["2f00a46aa0356ffa3e352bf54f2cdf331f701602b07c8ec0bd47e10e62920c39"]	"Lichtfilter"	multiple_gender	no	none	unrepresentable	unavailable	rejected	unresolved_multiple_gender_alternatives		none_recorded	["masculine","neuter"]	ordinary	["L868272$094C2E7C-082C-4F6B-80C1-D8DB29A5D625","L868272$854D937B-F7FB-43E1-9A8C-7A004D517C46"]	{}	[]	[]	[]	0	0
wdn_000212_N	L876261	["L876261"]	["63d90cf07377aa158fdea6abedd7f22cb451e8137fd94650be3e584567d05059"]	"C-Dur"	singular_only	no	complete	unrepresentable	unavailable	rejected	residual_api_gap_singular_only	missing_public_singular_only_noun_constructor	none_recorded	["neuter"]	singular_only	["L876261$0897AEF1-9C88-498D-A5AE-E385942260E6","L876261$EC663268-906C-4422-88F1-3ABB44D31814"]	{"s_sg_acc":["L876261-F4"],"s_sg_dat":["L876261-F3"],"s_sg_gen":["L876261-F2"],"s_sg_nom":["L876261-F1"]}	[]	[]	[]	0	0
wdn_000214_N	L877309	["L877309"]	["714de69997f59ad59ca9477b7a901483c78e98112f2849ec4f00a84e071d217c"]	"Bleilot"	conflicting_slots	no	conflicting	unrepresentable	unavailable	rejected	conflicting_source_slots		none_recorded	["neuter"]	ordinary	["L877309$77562fcb-be19-4932-8c27-ff2c2016314f"]	{"s_pl_acc":["L877309-F9"],"s_pl_dat":["L877309-F8"],"s_pl_gen":["L877309-F7"],"s_pl_nom":["L877309-F6"],"s_sg_acc":["L877309-F5"],"s_sg_dat":["L877309-F4"],"s_sg_gen":["L877309-F2","L877309-F3"],"s_sg_nom":["L877309-F1"]}	[]	[]	["conflicting_slots"]	0	0
wdn_000216_N	L879648	["L879648"]	["ada7b3aa79a68746bfe7c0b571d1f6ee7dc5585fd92955cd00c3535d3d433d03"]	"Zyan"	rejected_feature	no	conflicting	unrepresentable	unavailable	rejected	unsupported_form_feature		none_recorded	["neuter"]	ordinary	["L879648$8448A530-DE6D-4F85-8987-D2BD717AE614"]	{"s_sg_acc":["L879648-F4","L879648-F8"],"s_sg_dat":["L879648-F3","L879648-F7"],"s_sg_gen":["L879648-F2","L879648-F6"],"s_sg_nom":["L879648-F1","L879648-F5"]}	[]	[]	["conflicting_slots","rejected_noun_form_feature"]	0	0
wdn_000221_N	L885149	["L885149"]	["673bdf693ff40ceeadc543046bc64f117c0822e3b78e4c4b09161054d3ff1821"]	"Kraftborn"	conflicting_slots	no	conflicting	unrepresentable	unavailable	rejected	conflicting_source_slots		none_recorded	["masculine"]	ordinary	["L885149$d769b411-42e0-4a88-9971-f4090c7cb1f1"]	{"s_pl_acc":["L885149-F9"],"s_pl_dat":["L885149-F8"],"s_pl_gen":["L885149-F7"],"s_pl_nom":["L885149-F6"],"s_sg_acc":["L885149-F5"],"s_sg_dat":["L885149-F4"],"s_sg_gen":["L885149-F2","L885149-F3"],"s_sg_nom":["L885149-F1"]}	[]	[]	["conflicting_slots"]	0	0
wdn_000226_N	L890374	["L890374"]	["c9ed66ea322b8e5909b3d5416995e2169cae34c3a31f89bd04398c908e0bc73c"]	"Spaltholz"	unknown_gender	no	complete	unrepresentable	unavailable	rejected	source_evidence_gap_missing_gender		none_recorded	[]	ordinary	[]	{"s_pl_acc":["L890374-F8"],"s_pl_dat":["L890374-F7"],"s_pl_gen":["L890374-F6"],"s_pl_nom":["L890374-F5"],"s_sg_acc":["L890374-F4"],"s_sg_dat":["L890374-F3"],"s_sg_gen":["L890374-F2"],"s_sg_nom":["L890374-F1"]}	[]	[]	["missing_gender"]	1	0
wdn_000227_N	L890500	["L890500"]	["421e96a50bba9aed3428f83773c5095de1321b6404f2e02b4db09c0735dd3283"]	"Spaltaxt"	unknown_gender	no	complete	unrepresentable	unavailable	rejected	source_evidence_gap_missing_gender		none_recorded	[]	ordinary	[]	{"s_pl_acc":["L890500-F8"],"s_pl_dat":["L890500-F6"],"s_pl_gen":["L890500-F4"],"s_pl_nom":["L890500-F2"],"s_sg_acc":["L890500-F7"],"s_sg_dat":["L890500-F5"],"s_sg_gen":["L890500-F3"],"s_sg_nom":["L890500-F1"]}	[]	[]	["missing_gender"]	1	0
wdn_000231_N	L893504	["L893504"]	["f335f9145c24c33e59db2818b82b43890e2c8f58ce6faf59fc439957ec64422b"]	"Höllenspektakel"	multiple_gender	no	complete	unrepresentable	unavailable	rejected	unresolved_multiple_gender_alternatives		none_recorded	["masculine","neuter"]	ordinary	["L893504$26BEFBD1-232B-4763-B0D2-E206F7CDC6D8","L893504$CD1821B3-E0F3-406A-AA83-F32A70E8E046"]	{"s_pl_acc":["L893504-F8"],"s_pl_dat":["L893504-F6"],"s_pl_gen":["L893504-F4"],"s_pl_nom":["L893504-F2"],"s_sg_acc":["L893504-F7"],"s_sg_dat":["L893504-F5"],"s_sg_gen":["L893504-F3"],"s_sg_nom":["L893504-F1"]}	[]	[]	[]	0	0
wdn_000232_N	L895058	["L895058"]	["2e41a2fe0fae1776d9e455e1a3d7c86426f562d9a0314e9128cf53f071743e3e"]	"Geldmagnat"	irregular_full	no	complete	unrepresentable	unavailable	rejected	source_evidence_gap_missing_gender		none_recorded	[]	ordinary	[]	{"s_pl_acc":["L895058-F8"],"s_pl_dat":["L895058-F7"],"s_pl_gen":["L895058-F6"],"s_pl_nom":["L895058-F5"],"s_sg_acc":["L895058-F4"],"s_sg_dat":["L895058-F3"],"s_sg_gen":["L895058-F2"],"s_sg_nom":["L895058-F1"]}	[]	[]	["missing_gender"]	1	0
wdn_000235_N	L897295	["L897295"]	["a586899e3858c89ac866c1bc8da5b21eaab194fa768e4c8320b2c3ffe8c531db"]	"Geschwisterteil"	conflicting_slots	no	conflicting	unrepresentable	unavailable	rejected	conflicting_source_slots		explicit_compound_analysis	["masculine"]	ordinary	["L897295$31be07ea-4abb-1a6c-b72e-6f6342805a1c","L897295$A893B802-EB23-450D-8E33-FA5FD19085C9","L897295$a9b1e49e-41c6-eebe-6ac0-c4297cad4996"]	{"s_pl_acc":["L897295-F9"],"s_pl_dat":["L897295-F8"],"s_pl_gen":["L897295-F7"],"s_pl_nom":["L897295-F6"],"s_sg_acc":["L897295-F5"],"s_sg_dat":["L897295-F4"],"s_sg_gen":["L897295-F2","L897295-F3"],"s_sg_nom":["L897295-F1"]}	[]	[]	["conflicting_slots"]	0	0
wdn_000236_N	L897538	["L897538"]	["cecbba476413dade23304940e4876b5bc9cbce82aa28f3071bc1ea6b0e5cb2d9"]	"Geografiebuch"	rejected_feature	no	conflicting	unrepresentable	unavailable	rejected	unsupported_form_feature		explicit_compound_analysis	["neuter"]	ordinary	["L897538$11C8E7E0-D863-4BEA-BE41-6FB56D1504DE","L897538$6D43D634-A33E-495B-846B-89611352C254","L897538$78A9E16E-F58F-4F80-9C9A-A72989A979F2"]	{"s_pl_acc":["L897538-F18","L897538-F9"],"s_pl_dat":["L897538-F17","L897538-F8"],"s_pl_gen":["L897538-F16","L897538-F7"],"s_pl_nom":["L897538-F15","L897538-F6"],"s_sg_acc":["L897538-F14","L897538-F5"],"s_sg_dat":["L897538-F13","L897538-F4"],"s_sg_gen":["L897538-F11","L897538-F12","L897538-F2","L897538-F3"],"s_sg_nom":["L897538-F1","L897538-F10"]}	[]	[]	["conflicting_slots","rejected_noun_form_feature"]	0	0
wdn_000246_N	L906107	["L906107"]	["a7dbcf92f02d634d87d20985ff4fe73aaf315f177f3fbdae52ae93b359aa5fb7"]	"90er Jahre"	multiword	no	none	unrepresentable	unavailable	rejected	multiword_outside_atomic_noun_pilot		none_recorded	[]	plural_only	["L906107$F08817AF-AC1D-408E-A9FC-5B46C71B8ED8"]	{}	[]	[]	["missing_gender"]	0	0
wdn_000247_N	L907137	["L907137"]	["c7442967b0265b63ad8e65717a8c7db3298e9790683766cb63d041c09f886c07"]	"Bun"	multiple_gender	no	complete	unrepresentable	unavailable	rejected	unresolved_multiple_gender_alternatives		none_recorded	["masculine","neuter"]	ordinary	["L907137$4DA3E13D-17B5-4D4C-8FBA-36EC1744FFF5","L907137$B2D038B6-2E85-4D7F-BCF7-71BD07F341F9"]	{"s_pl_acc":["L907137-F8"],"s_pl_dat":["L907137-F6"],"s_pl_gen":["L907137-F4"],"s_pl_nom":["L907137-F2"],"s_sg_acc":["L907137-F7"],"s_sg_dat":["L907137-F5"],"s_sg_gen":["L907137-F3"],"s_sg_nom":["L907137-F1"]}	[]	[]	[]	0	0
wdn_000277_N	L931894	["L931894"]	["9cbc22025070a5805b60cd6920f76dc3632f453585b889edf431088f9ca0aa5b"]	"Sierra Leonerin"	multiword	no	none	unrepresentable	unavailable	rejected	multiword_outside_atomic_noun_pilot		none_recorded	["feminine"]	ordinary	["L931894$69C0330A-2C71-4C9A-8165-886CF3C72E6E"]	{}	[]	[]	[]	0	0
wdn_000278_N	L932960	["L932960"]	["f7738d7500d7294367e98fc7501c9a2a7e53210accebba26cc885e330564fb80"]	"Old School"	multiword	no	none	unrepresentable	unavailable	rejected	multiword_outside_atomic_noun_pilot		none_recorded	["feminine"]	ordinary	["L932960$C9EBEC69-6D49-43DA-8300-6E48D7EC4E54"]	{}	[]	[]	[]	0	0
wdn_000281_N	L933359	["L933359"]	["e9dc148bd9b7844589d5a606153539aa57231803f0fbc2c4df16b984eef64e76"]	"Ménage à trois"	multiword	no	none	unrepresentable	unavailable	rejected	multiword_outside_atomic_noun_pilot		none_recorded	["feminine"]	ordinary	["L933359$5BECD7F8-631E-42A3-BF9A-7BB078D359FB"]	{}	[]	[]	[]	0	0
wdn_000283_N	L934280	["L934280"]	["d09c7675df783ba60dbde0f029fd09a9a8091010f0fa37ade3b28c9edcb042a7"]	"High End"	multiword	no	none	unrepresentable	unavailable	rejected	multiword_outside_atomic_noun_pilot		none_recorded	["neuter"]	ordinary	["L934280$09205D20-CDF0-4C60-93DB-06640C840554"]	{}	[]	[]	[]	0	0
wdn_000294_N	L1073840	["L1073840"]	["8e1a04c62cac106aa762d52a5770f394a3e20df65c963cceeba64627c95ec386"]	"Ball"	rejected_feature	no	conflicting	unrepresentable	unavailable	rejected	unsupported_form_feature		component_target	["masculine"]	ordinary	["L1073840$14020C48-D2B7-4EFB-A8CC-F9D15E6A355B"]	{"s_pl_acc":["L1073840-F9"],"s_pl_dat":["L1073840-F8"],"s_pl_gen":["L1073840-F7"],"s_pl_nom":["L1073840-F6"],"s_sg_acc":["L1073840-F5"],"s_sg_dat":["L1073840-F10","L1073840-F4"],"s_sg_gen":["L1073840-F2","L1073840-F3"],"s_sg_nom":["L1073840-F1"]}	[]	[]	["conflicting_slots","rejected_noun_form_feature"]	0	0
wdn_000304_N	L1426060	["L1426060"]	["679a32516a5bc4885482cdf9192a29e3e5f48c5ea27d2527bed27d636204d443"]	"DDR-Kind"	conflicting_slots	no	conflicting	unrepresentable	unavailable	rejected	conflicting_source_slots		none_recorded	["neuter"]	ordinary	["L1426060$02DB986E-6A31-4C7B-BD08-2D9F1B3D5E81"]	{"s_pl_acc":["L1426060-F9"],"s_pl_dat":["L1426060-F8"],"s_pl_gen":["L1426060-F7"],"s_pl_nom":["L1426060-F6"],"s_sg_acc":["L1426060-F5"],"s_sg_dat":["L1426060-F4"],"s_sg_gen":["L1426060-F2","L1426060-F3"],"s_sg_nom":["L1426060-F1"]}	[]	[]	["conflicting_slots"]	0	0
wdn_000312_N	L1428251	["L1428251"]	["8b51e44de400f54c32e3297835ae3c0cb8ee93cf9befb3f45685dd9d94430197"]	"Fischerverein"	conflicting_slots	no	conflicting	unrepresentable	unavailable	rejected	conflicting_source_slots		none_recorded	["masculine"]	ordinary	["L1428251$0C966700-53C9-4FBF-ADFD-618B9B540E0A"]	{"s_pl_acc":["L1428251-F9"],"s_pl_dat":["L1428251-F8"],"s_pl_gen":["L1428251-F7"],"s_pl_nom":["L1428251-F6"],"s_sg_acc":["L1428251-F5"],"s_sg_dat":["L1428251-F4"],"s_sg_gen":["L1428251-F2","L1428251-F3"],"s_sg_nom":["L1428251-F1"]}	[]	[]	["conflicting_slots"]	0	0
wdn_000316_N	L1430569	["L1430569"]	["62a560fa45cde462b21e831fb1e97f68b82e77f94d984844a50f038ca56e63e1"]	"Heizungsthermostat"	multiple_gender	no	none	unrepresentable	unavailable	rejected	unresolved_multiple_gender_alternatives		none_recorded	["masculine","neuter"]	ordinary	["L1430569$1AE0A77B-3067-473C-9AB1-580D030046FB","L1430569$D6C3ABC9-4B09-43BD-9CF9-DCBDD6EFAE47"]	{}	[]	[]	[]	0	0
wdn_000329_N	L1436478	["L1436478"]	["079f0a237e1ee83e9c66bdc72d788e475f7819aa3f77c4d2119e801283cf782d"]	"Pareo"	conflicting_slots	no	conflicting	unrepresentable	unavailable	rejected	conflicting_source_slots		none_recorded	["masculine"]	ordinary	["L1436478$0B0A7D7F-DAC2-444D-A1FF-9F5E71CA34EA"]	{"s_pl_acc":["L1436478-F9"],"s_pl_dat":["L1436478-F8"],"s_pl_gen":["L1436478-F7"],"s_pl_nom":["L1436478-F6"],"s_sg_acc":["L1436478-F5"],"s_sg_dat":["L1436478-F4"],"s_sg_gen":["L1436478-F2","L1436478-F3"],"s_sg_nom":["L1436478-F1"]}	[]	[]	["conflicting_slots"]	0	0
